9189.42753 9215.09068 9205.73742 9170.75429 9116.19605 9046.19662 8963.70454 8870.89719 8769.42766 8660.58136 8545.37689
9200.03635 9247.76240 9260.47203 9247.55179 9215.05645 9167.11991 9106.69073 9035.94628 8956.53963 8869.75624 8776.61465
9191.23812 9257.69587 9289.13721 9294.94868 9281.18504 9251.98020 9210.28273 9158.26998 9097.59504 9029.54335 8955.13347
9165.93767 9248.32315 9295.69222 9317.43142 9319.59551 9306.31840 9280.54866 9244.46363 9199.71643 9147.59246 9089.11031
9126.60791 9222.56212 9283.49992 9318.80784 9334.54066 9334.83228 9322.63126 9300.11497 9268.93649 9230.38125 9185.46783
9075.34729 9182.88559 9255.40749 9302.29952 9329.61644 9341.49217 9340.87525 9329.94306 9310.34868 9283.37754 9250.04823
9013.93156 9131.38348 9213.81901 9270.62465 9307.85519 9329.64454 9338.94124 9337.92268 9328.24192 9311.18440 9287.76871
8943.86149 9069.81967 9160.76144 9226.07333 9271.81013 9302.10572 9319.90868 9327.39636 9326.22186 9317.67059 9302.76114
8866.40371 8999.68093 9097.94175 9170.57269 9223.62853 9261.24317 9286.36517 9301.17189 9307.31643 9306.08421 9298.49381
8782.62700 8922.22014 9026.79688 9105.74373 9165.11549 9209.04605 9240.48396 9261.60660 9274.06706 9279.15076 9277.87627
8693.43347 8838.49335 8948.53683 9032.95044 9097.78893 9147.18624 9184.09090 9210.68029 9228.60748 9239.15793 9243.35019
