2183.68190 2182.85706 2172.73583 2155.81021 2133.68766 2107.46568 2077.92707 2045.64989 2011.07301 1974.53770 1936.31438
2187.37135 2193.30534 2189.94295 2179.77616 2164.41245 2144.94930 2122.16952 2096.65117 2068.83313 2039.05665 2007.59216
2185.21212 2196.87151 2199.23452 2194.79313 2185.15481 2171.41706 2154.36268 2134.56973 2112.47708 2088.42601 2062.68692
2178.10859 2194.62588 2201.84678 2202.26328 2197.48286 2188.60300 2176.40652 2161.47146 2144.23671 2125.04353 2104.16233
2166.82441 2187.47162 2198.82243 2203.36886 2202.71835 2197.96841 2189.90184 2179.09671 2165.99188 2150.92861 2134.17733
2152.00286 2176.16901 2191.03877 2199.10413 2201.97257 2200.74157 2196.19394 2188.90775 2179.32186 2167.77753 2154.54520
2134.18491 2161.35690 2179.23251 2190.30372 2196.17800 2197.95285 2196.41107 2192.13072 2185.55067 2177.01219 2166.78570
2113.82512 2143.57162 2164.02172 2177.66744 2186.11623 2190.46558 2191.49831 2189.79246 2185.78692 2179.82295 2172.17096
2091.30508 2123.26296 2145.92446 2161.78156 2172.44173 2179.00247 2182.24658 2182.75212 2180.95796 2177.20537 2171.76477
2066.94529 2100.80835 2125.37502 2143.13729 2155.70264 2164.16856 2169.31784 2171.72855 2171.83958 2169.99216 2166.45674
2041.01498 2076.52449 2102.73761 2122.14634 2136.35813 2146.47050 2153.26623 2157.32340 2159.08087 2158.87991 2156.99093
