   0.79629    0.75371    0.68296    0.59159    0.48447    0.36493    0.23534    0.09745   -0.04741   -0.19820   -0.35411
   0.78461    0.76686    0.72095    0.65441    0.57213    0.47743    0.37267    0.25962    0.13959    0.01364   -0.11744
   0.75051    0.75384    0.72899    0.68353    0.62232    0.54868    0.46500    0.37302    0.27406    0.16918    0.05917
   0.69739    0.71862    0.71168    0.68412    0.64081    0.58508    0.51930    0.44522    0.36417    0.27719    0.18509
   0.62813    0.66460    0.67290    0.66059    0.63252    0.59203    0.54149    0.48265    0.41685    0.34511    0.26825
   0.54519    0.59467    0.61597    0.61666    0.60159    0.57411    0.53657    0.49074    0.43794    0.37920    0.31535
   0.45065    0.51125    0.54368    0.55549    0.55155    0.53518    0.50877    0.47406    0.43238    0.38476    0.33203
   0.34629    0.41643    0.45839    0.47974    0.48533    0.47851    0.46163    0.43645    0.40431    0.36623    0.32304
   0.23359    0.31193    0.36210    0.39164    0.40544    0.40681    0.39814    0.38116    0.35722    0.32734    0.29235
   0.11382    0.19923    0.25647    0.29309    0.31396    0.32241    0.32081    0.31091    0.29404    0.27123    0.24331
  -0.01196    0.07957    0.14293    0.18566    0.21265    0.22722    0.23174    0.22796    0.21720    0.20052    0.17872
