 278.49208  278.93457  277.23607  273.97049  269.50805  264.10150  257.93112  251.13003  243.79932  236.01758  227.84708
 278.92465  280.70483  280.34403  278.41615  275.29141  271.22255  266.38986  260.92648  254.93346  248.48941  241.65661
 278.24110  281.16700  281.95191  281.16974  279.19071  276.26756  272.58059  268.26291  263.41561  258.11727  252.43018
 276.60113  280.50951  282.27691  282.47723  281.48069  279.54003  276.83555  273.50036  269.63555  265.31970  260.61510
 274.14203  278.89427  281.50553  282.54971  282.39703  281.30023  279.43960  276.94828  273.92733  270.45534  266.59460
 270.98134  276.45975  279.79717  281.56752  282.14101  281.77038  280.63592  278.87076  276.57597  273.83015  270.69558
 267.21934  273.32399  277.28765  279.68423  280.88395  281.13955  280.63133  279.49240  277.82385  275.70427  273.19593
 262.94144  269.58741  274.09240  277.03032  278.77137  279.56830  279.60141  279.00381  277.87659  276.29834  274.33133
 258.22025  265.33535  270.30946  273.71651  275.92668  277.19274  277.69497  277.56651  276.90841  275.79928  274.30140
 253.11749  260.64022  266.02197  269.83665  272.45446  274.12816  275.03802  275.31719  275.06673  274.36524  273.27499
 247.68562  255.56354  261.30047  265.47034  268.44333  270.47221  271.73726  272.37161  272.47634  272.13003  271.39497
