23110.58691 23237.66711 23271.30449 23236.54743 23149.55335 23021.35376 22859.81700 22670.75349 22458.57454 22226.71039 21977.87916
23127.95894 23296.91601 23372.43026 23379.55007 23334.43286 23248.11014 23128.45025 22981.26361 22810.96153 22620.97426 22414.01989
23110.45189 23315.63463 23427.37455 23470.72003 23461.82848 23411.73142 23328.29720 23217.33622 23083.25982 22929.49821 22758.76952
23062.60433 23299.14974 23442.25233 23516.96048 23539.43161 23520.69722 23468.62568 23389.02737 23286.31364 23163.91470 23024.54868
22988.39760 23252.12825 23422.41609 23524.30947 23573.96584 23582.41669 23557.53039 23505.11733 23429.58883 23334.37514 23222.19435
22891.30281 23178.63386 23372.52210 23498.01589 23571.27266 23603.32392 23602.03802 23573.22535 23521.29726 23449.68397 23361.10359
22774.33189 23082.18829 23296.60187 23442.62100 23536.40311 23588.97971 23608.21916 23599.93184 23568.52909 23517.44114 23449.38610
22640.08950 22965.83284 23198.13337 23362.03945 23473.70850 23544.17204 23581.29843 23590.89806 23577.38225 23544.18125 23494.01315
22490.82784 22832.19402 23080.11739 23259.64631 23386.93821 23473.02460 23525.77383 23550.99630 23553.10334 23535.52518 23500.97993
22328.48379 22683.52730 22945.12800 23138.33424 23279.30347 23379.06719 23445.49375 23484.39354 23500.17791 23496.27708 23475.40916
22154.72850 22521.77609 22795.38086 23000.59118 23153.56448 23265.33227 23343.76290 23394.66677 23422.45521 23430.55845 23421.69460
