 124.15538  124.18114  123.30543  121.76990  119.73042  117.29342  114.53481  111.51064  108.26347  104.82640  101.22563
 124.58526  125.25496  125.02320  124.13162  122.73609  120.94304  118.82838  116.44816  113.84494  111.05181  108.09500
 124.45253  125.66816  125.98232  125.63665  124.78705  123.53992  121.97118  120.13688  118.07958  115.83237  113.42147
 123.84305  125.52222  126.29993  126.41781  126.03174  125.24816  124.14296  122.77221  121.17845  119.39479  117.44744
 122.82973  124.90325  126.07531  126.58755  126.59584  126.20662  125.49578  124.51938  123.31998  121.93067  120.37768
 121.47426  123.88402  125.39232  126.24080  126.58533  126.53234  126.15774  125.51758  124.65442  123.60136  122.38460
 119.82872  122.52588  124.32157  125.45745  126.08937  126.32378  126.23657  125.88381  125.30804  124.54237  123.61301
 117.93705  120.88051  122.92250  124.30468  125.18291  125.66361  125.82271  125.71624  125.38678  124.86741  124.18435
 115.83621  118.99135  121.24502  122.83887  123.92878  124.62117  124.99194  125.09716  124.97938  124.67168  124.20030
 113.55733  116.89494  119.33108  121.10740  122.37977  123.25463  123.80787  124.09555  124.16023  124.03501  123.74609
 111.12663  114.62200  117.21591  119.15000  120.58014  121.61276  122.32377  122.76922  122.99167  123.02421  122.89306
