551273.8857999999   553090.19667        552684.6981999999   550652.97077        547379.19275        543125.6627899999   538079.46819        532378.7639999999   526128.4396         519410.05594999995  512288.24231       
551823.46352        554873.2214600001   555701.1700299999   554902.88968        552862.5586999999   549842.4757099999   546029.72817        541562.47117        536545.5938         531060.65715        525172.2905399998  
551326.7124599998   555433.2178900002   557317.9138899997   557576.38091        556592.7974200002   554629.46186        551873.46177        548462.95209        544502.82216        540074.6329300002   535243.01386       
549931.7216299999   554944.7265000001   557735.92196        558900.88856        558823.80448        557766.9684599999   555917.4677600001   553413.4576300001   550359.82718        546838.1374700002   542913.01784       
547766.09245        553557.9673199999   557128.0328600002   559071.86948        559773.6554699996   559495.6895200001   558425.05889        556699.9187900001   554425.15844        551682.3387699999   548536.08915       
544939.2768499999   551401.6462399998   555642.2061800001   558256.5372300001   559628.8177200002   560021.3462300001   559621.2101499999   558566.5644299999   556962.2985400002   554889.9733         552414.2182499999  
541544.8192799998   548585.6376300002   553404.6467699999   556597.42691        558548.1563500001   559519.13388        559697.4468399999   559221.2502         558195.43333        556701.55718        554804.2510699999  
537662.5750600001   545203.62359        550522.8627000002   554215.8728599999   556666.83247        558138.04004        558816.58309        558840.6165500002   558315.02973        557321.3837199999   555924.3077199999  
533360.5394300001   541335.27877        547088.20873        551214.9097500003   554099.56019        556004.45863        557116.6925600001   557574.41675        557482.5208099999   556922.5655800002   555959.1804        
528696.5987799999   537048.34768        543178.2872799999   547681.9979100002   550943.65782        553225.56591        554714.80939        555549.5433199998   555834.6569799999   555651.7113400002   555065.3357699999  
523720.03234000003  532400.4303000001   538859.0188900001   543691.3784800001   547281.6875         549892.2445700002   551710.13697        552873.51986        553487.2825         553632.98584        553375.2592799999  
