  -161.289      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -75.496    -12.701      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    -0.033      8.475      0.097      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -26.834     -7.966    -13.691    -11.028      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -75.648    -36.936    -20.252    -15.309    -10.626      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    24.555      0.782     -6.054     -8.312     -3.187     -0.215      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -164.640     11.340    -19.418     -1.262      3.361      3.475      3.644      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -117.326    -20.077     24.687     13.269      8.911      5.877      4.264      3.318      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    -1.687      5.020      0.248     13.102     10.336      6.787      4.610      3.573      3.479      0.000      0.000      0.000      0.000      0.000      0.000
     0.000      0.000      0.000   -151.525     10.257      4.726      4.346      3.303      3.025      3.183      0.000      0.000      0.000      0.000      0.000
     0.000      0.000      0.000      0.000    -78.242      4.686      2.371      0.736     -0.022     -1.171     -2.153      0.000      0.000      0.000      0.000
     0.000      0.000      0.000      0.000      0.000      0.000     -6.020      0.076     -3.565     -6.103     -7.545    -10.898      0.000      0.000      0.000
     0.000      0.000      0.000      0.000      0.000     -2.916      5.489   -144.858    -24.583     -4.710     -0.614    -10.207     -2.035      0.000      0.000
     0.000      0.000      0.000      0.000      0.000      0.000      0.000   -731.704      0.092   -107.113    -18.636      7.912    -23.589     22.663      0.000
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      6.230      8.615    -15.224      3.313      8.559       -inf      0.000
