# mass_bin, # detections, zmid_1, zmid_2, maxL_1, maxL_2, a_1, zeta_1, delta_2, gamma_2
    23.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    24.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    25.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    26.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    27.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    28.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    29.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   210.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   211.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   212.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   213.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   214.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    30.000    227.000      0.048      0.032   1425.523   1443.907      0.435      4.768    285.057    -26.834
    31.000    780.000      0.064      0.051   5777.773   5835.122      4.625      0.819    143.904     -7.966
    32.000   1571.000      0.072      0.052  12515.873  12637.879      1.670      3.641    124.291    -13.691
    33.000   2016.000      0.079      0.057  16214.067  16422.181      4.464      0.568     89.704    -11.028
    34.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    35.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    36.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    37.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    38.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    39.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   310.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   311.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   312.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   313.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   314.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    40.000     46.000      0.042      0.008    197.244    217.111      3.826      0.600    481.091    -75.648
    41.000    173.000      0.057      0.023    976.217   1012.592      3.722      0.950    212.657    -36.936
    42.000    345.000      0.063      0.032   2140.675   2202.389      4.252      0.287    115.727    -20.252
    43.000   1703.000      0.076      0.042  13039.203  13324.928      4.214      0.298     77.612    -15.309
    44.000   2591.000      0.088      0.048  20302.921  20753.238      3.778      0.482     43.584    -10.626
    45.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    46.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    47.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    48.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    49.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   410.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   411.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   412.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   413.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   414.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    50.000     17.000      0.057      0.052     63.289     63.638      5.282      0.500     54.172     24.555
    51.000     54.000      0.072      0.061    253.026    255.277      0.559      4.909     82.573      0.782
    52.000    118.000      0.078      0.054    590.349    604.010      2.781      1.757     50.402     -6.054
    53.000    660.000      0.105      0.076   4422.395   4489.507      4.298      0.653     50.636     -8.312
    54.000   4359.000      0.131      0.095  35945.237  36366.427      4.271      0.319     19.880     -3.187
    55.000   7039.000      0.171      0.134  59799.689  60277.290      3.042      1.484      8.707     -0.215
    56.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    57.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    58.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    59.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   510.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   511.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   512.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   513.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   514.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    60.000      8.000      0.086      0.081     23.391     25.418      6.083      0.303    858.815   -164.640
    61.000     20.000      0.085      0.072     65.901     66.740      3.989      0.911      8.699     11.340
    62.000     62.000      0.124      0.102    278.130    283.846      5.488      0.444     97.633    -19.418
    63.000    301.000      0.141      0.121   1745.048   1758.499      0.273      5.305     28.410     -1.262
    64.000   2503.000      0.196      0.175  19004.783  19093.035      3.949      1.288      7.243      3.361
    65.000  12960.000      0.251      0.226 115647.047 116035.896      4.391      0.465      2.371      3.475
    66.000  21216.000      0.336      0.313 194442.223 194787.221      4.264      0.496      0.589      3.644
    67.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    68.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    69.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   610.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   611.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   612.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   613.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   614.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    70.000      2.000      0.083      0.001      1.726      3.124      0.614      4.092    398.116   -117.326
    71.000      6.000      0.097      0.086     14.080     14.644      5.053      0.445    131.014    -20.077
    72.000     26.000      0.144      0.142     97.189     97.214      4.805      2.437      0.000     24.687
    73.000    139.000      0.181      0.173    683.452    683.671      5.625      0.408      0.000     13.269
    74.000   1265.000      0.260      0.251   8565.232   8572.972      5.385      0.444      0.000      8.911
    75.000   7927.000      0.362      0.351  65483.119  65500.771      4.830      0.669      0.000      5.877
    76.000  39855.000      0.485      0.473 383109.064 383023.361      4.767      0.541      0.000      4.264
    77.000  61889.000      0.634      0.621 606998.238 607387.998      0.829      4.669      0.000      3.318
    78.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    79.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   710.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   711.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   712.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   713.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   714.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    80.000      1.000      0.070      0.070      1.791      1.791 23377207246.723     17.362 4131348244.015     -1.687
    81.000      3.000      0.084      0.084      6.952      6.952 30841512.552 8056838498.009 396997469361.628      5.020
    82.000      9.000      0.178      0.178     20.023     20.137      1.408     11.797    114.809      0.248
    83.000     47.000      0.213      0.207    173.222    172.590      5.271      1.187      0.000     13.102
    84.000    488.000      0.316      0.312   2785.909   2781.011      5.617      1.173      0.000     10.336
    85.000   3275.000      0.469      0.466  23773.469  23747.286      5.563      1.014      0.000      6.787
    86.000  16614.000      0.632      0.632 142443.816 142302.483      6.033      0.000      0.000      4.610
    87.000  82262.000      0.828      0.833 817870.338 817155.153      5.436      0.475      0.000      3.573
    88.000  86656.000      0.969      0.981 858305.155 857559.977      6.122      0.000      0.000      3.479
    89.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   810.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   811.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   812.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   813.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   814.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    90.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    91.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    92.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    93.000      5.000      0.195      0.000      6.780     11.360      0.000      5.467    269.376   -151.525
    94.000     56.000      0.252      0.246    209.890    209.439      5.296      0.836      0.000     10.257
    95.000    365.000      0.373      0.359   1891.568   1896.078      4.919      0.603      0.899      4.726
    96.000   2157.000      0.532      0.522  14423.812  14415.570      4.214      1.409      0.000      4.346
    97.000  11170.000      0.699      0.694  90186.794  90148.862      4.730      0.617      0.000      3.303
    98.000  41143.000      0.843      0.846 381030.317 380840.503      5.394      0.000      0.000      3.025
    99.000  30517.000      0.848      0.850 274501.158 274483.256      5.264      0.326      0.000      3.183
   910.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   911.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   912.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   913.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   914.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   100.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   101.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   102.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   103.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   104.000      3.000      0.188      0.002      3.709      4.574      6.252      0.322    174.841    -78.242
   105.000     24.000      0.231      0.212     65.090     65.537      4.097      0.569      1.045      4.686
   106.000    125.000      0.329      0.297    515.970    519.663      4.537      0.348      1.867      2.371
   107.000    793.000      0.450      0.410   4481.042   4499.105      4.188      0.394      1.497      0.736
   108.000   3088.000      0.541      0.497  21156.401  21204.608      0.789      3.778      1.401     -0.022
   109.000   9904.000      0.619      0.570  79211.693  79382.778      0.317      4.665      2.006     -1.171
  1010.000   5562.000      0.548      0.485  41798.413  41939.342      0.565      4.364      2.864     -2.153
  1011.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  1012.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  1013.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  1014.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   110.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   111.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   112.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   113.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   114.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   115.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   116.000      5.000      0.132      0.078      4.411      5.267      0.840      2.557     10.831     -6.020
   117.000     38.000      0.199      0.156     99.805    101.024      0.000      3.264      1.403      0.076
   118.000    155.000      0.249      0.153    606.165    622.342      2.491      0.712      3.601     -3.565
   119.000    555.000      0.340      0.184   2960.938   3006.563      0.000      4.067      6.092     -6.103
  1110.000   1371.000      0.348      0.185   8612.870   8753.149      0.530      3.784      7.849     -7.545
  1111.000    627.000      0.276      0.093   3484.222   3589.363      0.000      4.041     11.820    -10.898
  1112.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  1113.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  1114.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   120.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   121.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   122.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   123.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   124.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   125.000      1.000      0.344      0.344      0.838      0.838      0.020  30482.896 104503.199     -2.916
   126.000      2.000      0.155      0.155      3.369      3.369 685926.213      0.065 13423470.161      5.489
   127.000      3.000      0.193      0.230      4.746      4.932      7.147      0.839    401.209   -144.858
   128.000     17.000      0.251      0.022     35.525     41.901      1.480      2.963     30.547    -24.583
   129.000     49.000      0.250      0.172    159.896    163.222      0.697      3.800      8.764     -4.710
  1210.000    163.000      0.295      0.247    734.442    741.803      4.699      0.348      5.452     -0.614
  1211.000    281.000      0.249      0.139   1418.595   1449.704      0.605      4.145     16.236    -10.207
  1212.000    122.000      0.195      0.154    537.168    546.384      4.090      0.547     10.572     -2.035
  1213.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  1214.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   130.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   131.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   132.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   133.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   134.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   135.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   136.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   137.000      1.000      0.156      0.000     -1.038      1.619      2.407      0.608    819.994   -731.704
   138.000      1.000      0.177      0.177      1.774      1.774 3026142.081      0.000 86827239.464      0.092
   139.000      6.000      0.265      0.256     11.329     13.252      8.350      0.223    193.255   -107.113
  1310.000     14.000      0.189      0.040     27.651     31.680      0.925      3.067     26.439    -18.636
  1311.000     51.000      0.249      0.245    202.098    202.685      6.793      0.541     10.697      7.912
  1312.000     41.000      0.173      0.158    167.108    168.260      0.427      7.066     89.851    -23.589
  1313.000     15.000      0.127      0.122     49.070     49.070      6.294      0.281      0.000     22.663
  1314.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   140.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   141.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   142.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   143.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   144.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   145.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   146.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   147.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   148.000      1.000      0.145      0.145      0.695      0.695 10966498.652      0.031 473909038.673      6.230
   149.000      1.000      0.113      0.113      1.136      1.136    669.475 939602892.681 12202226994.037      8.615
  1410.000      2.000      0.159      0.158      0.731      1.048      4.358      0.614     56.402    -15.224
  1411.000      2.000      0.082      0.082      4.480      4.480 2541583249.361      0.000 166426303906.972      3.313
  1412.000      6.000      0.116      0.107     10.340     10.577      0.630      3.863      1.466      8.559
  1413.000      3.000      0.087      0.104      7.099      8.088      8.482      1.120  30043.550       -inf
  1414.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
