  1740.720      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   762.952    258.561      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   235.978    127.228    128.459      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   285.057    143.904    124.291     89.704      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   481.091    212.657    115.727     77.612     43.584      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    54.172     82.573     50.402     50.636     19.880      8.707      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   858.815      8.699     97.633     28.410      7.243      2.371      0.589      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   398.116    131.014      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
4131348244.015 396997469361.628    114.809      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     0.000      0.000      0.000    269.376      0.000      0.899      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     0.000      0.000      0.000      0.000    174.841      1.045      1.867      1.497      1.401      2.006      2.864      0.000      0.000      0.000      0.000
     0.000      0.000      0.000      0.000      0.000      0.000     10.831      1.403      3.601      6.092      7.849     11.820      0.000      0.000      0.000
     0.000      0.000      0.000      0.000      0.000 104503.199 13423470.161    401.209     30.547      8.764      5.452     16.236     10.572      0.000      0.000
     0.000      0.000      0.000      0.000      0.000      0.000      0.000    819.994 86827239.464    193.255     26.439     10.697     89.851      0.000      0.000
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000 473909038.673 12202226994.037     56.402 166426303906.972      1.466  30043.550      0.000
