     2.915      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     4.966      5.659      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     5.296      6.044      5.900      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     0.435      4.625      1.670      4.464      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     3.826      3.722      4.252      4.214      3.778      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     5.282      0.559      2.781      4.298      4.271      3.042      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     6.083      3.989      5.488      0.273      3.949      4.391      4.264      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     0.614      5.053      4.805      5.625      5.385      4.830      4.767      0.829      0.000      0.000      0.000      0.000      0.000      0.000      0.000
23377207246.723 30841512.552      1.408      5.271      5.617      5.563      6.033      5.436      6.122      0.000      0.000      0.000      0.000      0.000      0.000
     0.000      0.000      0.000      0.000      5.296      4.919      4.214      4.730      5.394      5.264      0.000      0.000      0.000      0.000      0.000
     0.000      0.000      0.000      0.000      6.252      4.097      4.537      4.188      0.789      0.317      0.565      0.000      0.000      0.000      0.000
     0.000      0.000      0.000      0.000      0.000      0.000      0.840      0.000      2.491      0.000      0.530      0.000      0.000      0.000      0.000
     0.000      0.000      0.000      0.000      0.000      0.020 685926.213      7.147      1.480      0.697      4.699      0.605      4.090      0.000      0.000
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      2.407 3026142.081      8.350      0.925      6.793      0.427      6.294      0.000
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000 10966498.652    669.475      4.358 2541583249.361      0.630      8.482      0.000
