2.991463e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.118705e-02 3.409893e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.121315e-02 3.929514e-02 4.152049e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.975243e-02 3.745156e-02 5.653915e-02 6.332604e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
7.717732e-03 5.453073e-02 5.893037e-02 6.217475e-02 7.118176e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
4.860635e-02 3.531531e-02 6.031514e-02 6.723689e-02 7.928833e-02 8.703198e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
7.130580e-03 4.848199e-02 7.296481e-02 7.831197e-02 7.997458e-02 1.056394e-01 1.167916e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
9.659340e-04 4.450864e-02 6.097250e-02 7.113875e-02 9.026462e-02 1.115341e-01 1.232563e-01 1.424608e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
5.823498e-02 7.462636e-02 6.769151e-02 9.654607e-02 1.090670e-01 1.223564e-01 1.308915e-01 1.535168e-01 1.772178e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
7.797097e-02 7.245402e-02 7.702039e-02 1.164413e-01 1.031841e-01 1.347685e-01 1.396958e-01 1.811558e-01 2.042651e-01 2.365043e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 2.389150e-20 7.666664e-02 3.210338e-06 9.583144e-02 1.248523e-01 1.740274e-01 1.858655e-01 2.142977e-01 2.564615e-01 2.851876e-01 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00 1.428748e-01 7.544563e-02 1.063042e-01 1.695304e-01 1.515271e-01 2.330960e-01 2.641182e-01 2.944772e-01 3.367562e-01 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.830335e-01 1.757929e-01 1.345636e-01 1.703517e-01 2.128324e-01 2.714387e-01 3.272525e-01 3.480447e-01 3.907115e-01 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.218616e-01 2.174579e-01 2.186735e-01 1.824244e-01 2.518586e-01 2.973069e-01 3.735293e-01 3.841693e-01 3.972582e-01
