     0.011      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     0.041      0.057      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     0.054      0.070      0.077      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     0.048      0.064      0.072      0.079      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     0.042      0.057      0.063      0.076      0.088      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     0.057      0.072      0.078      0.105      0.131      0.171      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     0.086      0.085      0.124      0.141      0.196      0.251      0.336      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     0.083      0.097      0.144      0.181      0.260      0.362      0.485      0.634      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     0.070      0.084      0.178      0.213      0.316      0.469      0.632      0.828      0.969      0.000      0.000      0.000      0.000      0.000      0.000
     0.000      0.000      0.000      0.195      0.252      0.373      0.532      0.699      0.843      0.848      0.000      0.000      0.000      0.000      0.000
     0.000      0.000      0.000      0.000      0.188      0.231      0.329      0.450      0.541      0.619      0.548      0.000      0.000      0.000      0.000
     0.000      0.000      0.000      0.000      0.000      0.000      0.132      0.199      0.249      0.340      0.348      0.276      0.000      0.000      0.000
     0.000      0.000      0.000      0.000      0.000      0.344      0.155      0.193      0.251      0.250      0.295      0.249      0.195      0.000      0.000
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.156      0.177      0.265      0.189      0.249      0.173      0.127      0.000
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.145      0.113      0.159      0.082      0.116      0.087      0.000
