4.180339137727275278e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.620613992819398552e-01 1.293242352854548916e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan
8.442870305967557776e-02 1.971774906218292378e-01 1.410515699437937531e-01 nan nan nan nan nan nan nan nan nan nan nan nan
1.158652961142927172e-02 2.683377232508148483e-02 6.947329171417516991e-02 3.573468999417500624e-02 nan nan nan nan nan nan nan nan nan nan nan
1.202754737893583581e-03 2.559093438046182792e-03 6.792978475076738229e-03 1.668725701766024874e-02 9.516103621343929148e-03 nan nan nan nan nan nan nan nan nan nan
3.012988573458112891e-04 5.994028776815889378e-04 1.667131822903427773e-03 3.956992159500216308e-03 1.012233451353632650e-02 7.890554588763250971e-03 nan nan nan nan nan nan nan nan nan
1.172616745227413195e-04 2.540858051067522937e-04 6.958594583236081847e-04 1.633723531548598442e-03 4.118266761823459986e-03 1.007616666347361904e-02 8.046641814494149419e-03 nan nan nan nan nan nan nan nan
4.745106781988617164e-05 9.329541757582630044e-05 2.781388585671407620e-04 6.679595115005257247e-04 1.659318554372135558e-03 4.063721994380456622e-03 1.020977759274095849e-02 8.045737305611781395e-03 nan nan nan nan nan nan nan
2.075099524853211600e-05 4.559836556048880063e-05 1.058923025698073388e-04 2.692383758836342086e-04 6.857277948182008550e-04 1.674809451452679253e-03 4.212481147279358538e-03 1.040660583994622475e-02 7.404988562082933518e-03 nan nan nan nan nan nan
nan 5.378341246683822977e-06 2.071667068652107007e-05 5.252149155400019550e-05 1.192981366747912443e-04 2.832340239683640154e-04 7.097560818448303641e-04 1.781171596316231866e-03 4.364932060964429004e-03 2.474969666151439172e-03 nan nan nan nan nan
nan nan nan 5.716160751730753996e-06 1.192075157279014743e-05 2.885678037983892142e-05 7.148223976779778362e-05 1.823467534481518833e-04 4.523185095106657021e-04 1.120921977009254299e-03 6.590795452366417749e-04 nan nan nan nan
nan nan nan nan nan 3.610147489374594141e-06 7.798678339055090030e-06 1.880315079477499178e-05 4.631388856458820946e-05 1.113365159132346925e-04 2.797464566786221521e-04 1.724589589203357224e-04 nan nan nan
nan nan nan nan nan 9.179867657662873025e-07 2.006535449147776678e-06 4.536678847798700549e-06 1.182928789207197587e-05 2.786243308169162133e-05 6.979149020493585754e-05 1.686105762925085329e-04 1.410504264117138132e-04 nan nan
nan nan nan nan nan 3.754822701206244799e-07 nan 1.900835160982845084e-06 4.474332306430516954e-06 1.114983185161827644e-05 2.838342762107101200e-05 7.115587678300296396e-05 1.718069562202579107e-04 1.412540045575133292e-04 nan
nan nan nan nan nan nan nan 6.124399704470177143e-07 2.097212392675768462e-06 5.839493846253899472e-06 1.215563338328019405e-05 3.069703978659417274e-05 6.950588209630579500e-05 1.685129116476735862e-04 1.397804099824574546e-04
