   159.643      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   197.748    240.944      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   218.715    275.836    310.743      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   246.490    299.771    364.557    417.452      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   289.725    355.405    412.230    499.739    657.061      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   235.116    342.879    493.196    584.683    844.264   1144.357      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   375.051    452.323    545.507    675.452   1035.266   1489.811   2074.365      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   587.057    432.785    592.950    816.539   1268.717   1938.226   2797.394   3865.342      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   368.960    419.751    662.664    964.861   1507.368   2454.695   3636.482   5105.087   6132.538      0.000      0.000      0.000      0.000      0.000      0.000
     0.000      0.000      0.000   1293.813   1201.514   1993.956   3049.404   4305.535   5359.528   5322.383      0.000      0.000      0.000      0.000      0.000
     0.000      0.000      0.000      0.000    944.199   1436.758   2099.701   3121.898   3887.213   4229.697   3783.329      0.000      0.000      0.000      0.000
     0.000      0.000      0.000      0.000      0.000      0.000   1602.886   2586.475   3153.186   3018.434   2822.668   2480.564      0.000      0.000      0.000
     0.000      0.000      0.000      0.000      0.000   1681.279    802.465    799.260   2034.828   1848.640   1846.727   1715.778   1245.866      0.000      0.000
     0.000      0.000      0.000      0.000      0.000      0.000      0.000   2355.133    745.530   1239.147   1730.538   1095.307    719.902    526.186      0.000
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000    918.625    660.752    782.900    431.990    638.425    309.623      0.000
