# dL_mid, dL_binned_prob, dLm_detections
8.048102077684904998e+01 6.783223448178844484e-01 2.000000000000000000e+01
1.487733922255666528e+02 5.930861989628081199e-01 5.500000000000000000e+01
2.170657636742842556e+02 3.729384631067501621e-01 7.000000000000000000e+01
2.853581351230018868e+02 3.381468579354725557e-01 1.050000000000000000e+02
3.536505065717195180e+02 1.812721656191244590e-01 8.300000000000000000e+01
4.219428780204370923e+02 1.052803057717912466e-01 6.600000000000000000e+01
4.902352494691547236e+02 6.993142935104552926e-02 5.700000000000000000e+01
5.585276209178723548e+02 4.312712255268743439e-02 4.400000000000000000e+01
6.268199923665899860e+02 2.418478926094443787e-02 3.000000000000000000e+01
6.951123638153076172e+02 1.560372173301583648e-02 2.300000000000000000e+01
7.634047352640252484e+02 7.560678365223299016e-03 1.300000000000000000e+01
8.316971067127428796e+02 4.049910245581115655e-03 8.000000000000000000e+00
8.999894781614603971e+02 8.926131665489736144e-04 2.000000000000000000e+00
9.682818496101780283e+02 1.193249866870559669e-03 3.000000000000000000e+00
1.036574221058895546e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.104866592507613404e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.173158963956330808e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.241451335405048667e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.309743706853766071e+03 0.000000000000000000e+00 0.000000000000000000e+00
