# dL_mid, dL_binned_prob, dLm_detections
1.494772467362253394e+02 5.662301225986097197e-01 5.000000000000000000e+00
2.303531269274260183e+02 4.059580600089415792e-01 8.000000000000000000e+00
3.112290071186266687e+02 1.463588624146302808e-01 5.000000000000000000e+00
3.921048873098272907e+02 2.901266055812016242e-01 1.500000000000000000e+01
4.729807675010280263e+02 1.251671487925806736e-01 9.000000000000000000e+00
5.538566476922286483e+02 6.355226630428795209e-02 6.000000000000000000e+00
6.347325278834293840e+02 3.363707867181269656e-02 4.000000000000000000e+00
7.156084080746300060e+02 2.066727858248721197e-02 3.000000000000000000e+00
7.964842882658306280e+02 3.470138622547815077e-02 6.000000000000000000e+00
8.773601684570312500e+02 9.903057510218376061e-03 2.000000000000000000e+00
9.582360486482319857e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.039111928839432494e+03 7.595479281645939676e-03 2.000000000000000000e+00
1.119987809030633343e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.200863689221833965e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.281739569413034587e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.362615449604235437e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.443491329795435831e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.524367209986636681e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.605243090177837075e+03 0.000000000000000000e+00 0.000000000000000000e+00
