# dL_mid, dL_binned_prob, dLm_detections
4.608068594681589047e+02 5.283838832803599006e-01 8.000000000000000000e+00
9.156389316759610892e+02 3.703565130320283227e-01 1.700000000000000000e+01
1.370471003883763387e+03 2.254801822522453925e-01 1.900000000000000000e+01
1.825303076091565572e+03 1.192341102504260314e-01 1.500000000000000000e+01
2.280135148299367756e+03 5.943840473564689780e-02 1.000000000000000000e+01
2.734967220507170168e+03 2.852529847765610319e-02 6.000000000000000000e+00
3.189799292714972580e+03 1.988836758834468255e-02 5.000000000000000000e+00
3.644631364922774537e+03 3.435890966097149366e-03 1.000000000000000000e+00
4.099463437130576494e+03 6.077922297247258417e-03 2.000000000000000000e+00
4.554295509338378906e+03 0.000000000000000000e+00 0.000000000000000000e+00
5.009127581546181318e+03 2.500692603710785895e-03 1.000000000000000000e+00
5.463959653753983730e+03 0.000000000000000000e+00 0.000000000000000000e+00
5.918791725961786142e+03 0.000000000000000000e+00 0.000000000000000000e+00
6.373623798169588554e+03 0.000000000000000000e+00 0.000000000000000000e+00
6.828455870377390056e+03 0.000000000000000000e+00 0.000000000000000000e+00
7.283287942585192468e+03 0.000000000000000000e+00 0.000000000000000000e+00
7.738120014792994880e+03 0.000000000000000000e+00 0.000000000000000000e+00
8.192952087000796382e+03 0.000000000000000000e+00 0.000000000000000000e+00
8.647784159208598794e+03 0.000000000000000000e+00 0.000000000000000000e+00
