# dL_mid, dL_binned_prob, dLm_detections
3.653495755948518564e+01 6.740690938402315036e-01 2.100000000000000000e+01
8.050241181724950934e+01 7.844637552471799280e-01 1.050000000000000000e+02
1.244698660750138259e+02 4.858787032005577045e-01 1.490000000000000000e+02
1.684373203327781425e+02 3.438763779226974293e-01 1.870000000000000000e+02
2.124047745905424449e+02 2.106998338006749460e-01 1.770000000000000000e+02
2.563722288483068041e+02 1.066596472368472603e-01 1.270000000000000000e+02
3.003396831060711065e+02 6.786084872362128928e-02 1.080000000000000000e+02
3.443071373638354089e+02 4.022575191051524363e-02 8.200000000000000000e+01
3.882745916215997113e+02 2.808358149589889122e-02 7.100000000000000000e+01
4.322420458793640137e+02 1.144823777417966482e-02 3.500000000000000000e+01
4.762095001371283161e+02 5.520672910428281281e-03 2.000000000000000000e+01
5.201769543948927321e+02 1.894859859016852482e-03 8.000000000000000000e+00
5.641444086526570345e+02 8.243480817353238338e-04 4.000000000000000000e+00
6.081118629104213369e+02 1.814370674417978377e-04 1.000000000000000000e+00
6.520793171681856393e+02 0.000000000000000000e+00 0.000000000000000000e+00
6.960467714259499417e+02 1.447553718999550784e-04 1.000000000000000000e+00
7.400142256837142440e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.839816799414785464e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.279491341992428488e+02 0.000000000000000000e+00 0.000000000000000000e+00
