# dL_mid, dL_binned_prob, dLm_detections
3.760414380525288038e+02 1.612716785729556790e+00 1.000000000000000000e+00
5.231449440403989684e+02 9.068838939009609135e-01 1.000000000000000000e+00
6.702484500282689623e+02 5.968246818110384266e-01 1.000000000000000000e+00
8.173519560161389563e+02 4.313946521307889803e-01 1.000000000000000000e+00
9.644554620040091777e+02 3.317296644523245464e-01 1.000000000000000000e+00
1.111558967991879172e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.258662473979749393e+03 4.422881221809231711e-01 2.000000000000000000e+00
1.405765979967619387e+03 3.762742606537812229e-01 2.000000000000000000e+00
1.552869485955489381e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.699972991943359375e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.847076497931229596e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.994180003919099590e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.141283509906969812e+03 1.057839905826298971e-01 1.000000000000000000e+00
2.288387015894840260e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.435490521882709800e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.582594027870580248e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.729697533858449788e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.876801039846320236e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.023904545834189776e+03 0.000000000000000000e+00 0.000000000000000000e+00
