# dL_mid, dL_binned_prob, dLm_detections
4.462541394484670576e+01 4.734087930767085228e-01 3.000000000000000000e+00
1.137513219431826883e+02 3.839786552974878697e-01 1.300000000000000000e+01
1.828772299415186922e+02 5.706867078657372749e-01 4.700000000000000000e+01
2.520031379398546676e+02 3.417567536601140987e-01 5.100000000000000000e+01
3.211290459381906430e+02 1.894614580171539164e-01 4.400000000000000000e+01
3.902549539365266469e+02 1.214118421395469077e-01 4.000000000000000000e+01
4.593808619348626507e+02 9.107134861486163024e-02 4.000000000000000000e+01
5.285067699331985978e+02 6.070800706790205337e-02 3.400000000000000000e+01
5.976326779315345448e+02 2.461232585088493977e-02 1.700000000000000000e+01
6.667585859298706055e+02 1.927591089509997704e-02 1.600000000000000000e+01
7.358844939282066662e+02 1.330480556281716381e-02 1.300000000000000000e+01
8.050104019265424995e+02 6.189459193159095943e-03 7.000000000000000000e+00
8.741363099248785602e+02 1.549347474696454417e-03 2.000000000000000000e+00
9.432622179232146209e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.012388125921550454e+03 1.229920098102047117e-03 2.000000000000000000e+00
1.081514033919886515e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.150639941918222576e+03 5.055255096047678309e-04 1.000000000000000000e+00
1.219765849916558636e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.288891757914894470e+03 0.000000000000000000e+00 0.000000000000000000e+00
