# dL_mid, dL_binned_prob, dLm_detections
2.386209222893965887e+02 2.153845941135400288e+00 4.000000000000000000e+00
3.446146894756116126e+02 2.766075259059263547e-01 1.000000000000000000e+00
4.506084566618267218e+02 6.882160148372080677e-01 4.000000000000000000e+00
5.566022238480417172e+02 5.972445530036787353e-01 5.000000000000000000e+00
6.625959910342568264e+02 1.780589583533184750e-01 2.000000000000000000e+00
7.685897582204718219e+02 1.394455137197065653e-01 2.000000000000000000e+00
8.745835254066869311e+02 1.698719613713945975e-01 3.000000000000000000e+00
9.805772925929019266e+02 9.456060430277125894e-02 2.000000000000000000e+00
1.086571059779117149e+03 4.035018405280150350e-02 1.000000000000000000e+00
1.192564826965332031e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.298558594151547140e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.404552361337762250e+03 2.754664651910255016e-02 1.000000000000000000e+00
1.510546128523977131e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.616539895710192241e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.722533662896407350e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.828527430082622232e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.934521197268837568e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.040514964455052450e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.146508731641267332e+03 0.000000000000000000e+00 0.000000000000000000e+00
