# dL_mid, dL_binned_prob, dLm_detections
2.928553033126028140e+02 6.195829966181114479e-01 1.610000000000000000e+02
6.841170573987458283e+02 4.714394691789519087e-01 4.970000000000000000e+02
1.075378811484888956e+03 2.525996508663252982e-01 5.440000000000000000e+02
1.466640565571031857e+03 1.504040069213070097e-01 5.120000000000000000e+02
1.857902319657175212e+03 7.918875047954881952e-02 3.740000000000000000e+02
2.249164073743318113e+03 4.255954025487067305e-02 2.580000000000000000e+02
2.640425827829461014e+03 2.028860729354448750e-02 1.500000000000000000e+02
3.031687581915604369e+03 7.242009844880886379e-03 6.300000000000000000e+01
3.422949336001747270e+03 5.215969672617709781e-03 5.200000000000000000e+01
3.814211090087890625e+03 2.411251025046218677e-03 2.700000000000000000e+01
4.205472844174033526e+03 8.077448793078858321e-04 1.000000000000000000e+01
4.596734598260176426e+03 2.959530312130829034e-04 4.000000000000000000e+00
4.987996352346319327e+03 3.423813186565767661e-04 5.000000000000000000e+00
5.379258106432462228e+03 0.000000000000000000e+00 0.000000000000000000e+00
5.770519860518606038e+03 0.000000000000000000e+00 0.000000000000000000e+00
6.161781614604748938e+03 0.000000000000000000e+00 0.000000000000000000e+00
6.553043368690891839e+03 0.000000000000000000e+00 0.000000000000000000e+00
6.944305122777034740e+03 0.000000000000000000e+00 0.000000000000000000e+00
7.335566876863178550e+03 0.000000000000000000e+00 0.000000000000000000e+00
