# dL_mid, dL_binned_prob, dLm_detections
5.651289018329821374e+02 8.100490621959103299e-01 1.100000000000000000e+02
1.325583452325118287e+03 5.309449158340721064e-01 2.620000000000000000e+02
2.086038002817254437e+03 3.718132278927762102e-01 3.420000000000000000e+02
2.846492553309390587e+03 2.295191790316085112e-01 3.100000000000000000e+02
3.606947103801526737e+03 1.423880546137815950e-01 2.510000000000000000e+02
4.367401654293662432e+03 1.010384378911594883e-01 2.170000000000000000e+02
5.127856204785799491e+03 4.634649489841087544e-02 1.160000000000000000e+02
5.888310755277934732e+03 3.287912105925423073e-02 9.300000000000000000e+01
6.648765305770071791e+03 1.407523849210749224e-02 4.400000000000000000e+01
7.409219856262207031e+03 1.118528190464008858e-02 3.800000000000000000e+01
8.169674406754343181e+03 6.036678605662908030e-03 2.200000000000000000e+01
8.930128957246479331e+03 2.326004099635571067e-03 9.000000000000000000e+00
9.690583507738616390e+03 1.227298010791118364e-03 5.000000000000000000e+00
1.045103805823075163e+04 4.694529457414360965e-04 2.000000000000000000e+00
1.121149260872288869e+04 2.257426846424775795e-04 1.000000000000000000e+00
1.197194715921502393e+04 2.181435363186113360e-04 1.000000000000000000e+00
1.273240170970716099e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.349285626019929623e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.425331081069143329e+04 0.000000000000000000e+00 0.000000000000000000e+00
