# dL_mid, dL_binned_prob, dLm_detections
3.773220554151033213e+01 8.558475625309461821e-01 4.000000000000000000e+00
8.934272715919897223e+01 8.457303479237099353e-01 1.900000000000000000e+01
1.409532487768876194e+02 5.821575588821015224e-01 3.100000000000000000e+01
1.925637703945762382e+02 2.818858706672938141e-01 2.700000000000000000e+01
2.441742920122648570e+02 2.416657867493061940e-01 3.600000000000000000e+01
2.957848136299535327e+02 1.652396324185560483e-01 3.500000000000000000e+01
3.473953352476421514e+02 1.164226665149330625e-01 3.300000000000000000e+01
3.990058568653307702e+02 7.160844940286607840e-02 2.600000000000000000e+01
4.506163784830193890e+02 4.666577220408704707e-02 2.100000000000000000e+01
5.022269001007080078e+02 2.391558292334024921e-02 1.300000000000000000e+01
5.538374217183966266e+02 6.218732804266525159e-03 4.000000000000000000e+00
6.054479433360852454e+02 9.353334326282321948e-03 7.000000000000000000e+00
6.570584649537739779e+02 2.329280065178354012e-03 2.000000000000000000e+00
7.086689865714625967e+02 1.027223477431844778e-03 1.000000000000000000e+00
7.602795081891512154e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.118900298068398342e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.635005514245284530e+02 7.451461169999575983e-04 1.000000000000000000e+00
9.151110730422170718e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.667215946599056906e+02 0.000000000000000000e+00 0.000000000000000000e+00
