# dL_mid, dL_binned_prob, dLm_detections
5.916851822702508343e+02 0.000000000000000000e+00 0.000000000000000000e+00
6.201726122404400030e+02 0.000000000000000000e+00 0.000000000000000000e+00
6.486600422106291717e+02 0.000000000000000000e+00 0.000000000000000000e+00
6.771474721808182267e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.056349021510073953e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.341223321211965640e+02 2.108146942883394104e+00 1.000000000000000000e+00
7.626097620913856190e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.910971920615747877e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.195846220317639563e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.480720520019531250e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.765594819721422937e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.050469119423314623e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.335343419125206310e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.620217718827096860e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.905092018528987410e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.018996631823087910e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.047484061793277078e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.075971491763466247e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.104458921733655416e+03 0.000000000000000000e+00 0.000000000000000000e+00
