# dL_mid, dL_binned_prob, dLm_detections
5.707465583399722391e+02 8.267580310346852590e-01 1.340000000000000000e+02
1.345330464814838706e+03 5.293864800553017558e-01 3.130000000000000000e+02
2.119914371289704832e+03 3.813469558050749941e-01 4.200000000000000000e+02
2.894498277764571412e+03 2.662245781759858265e-01 4.300000000000000000e+02
3.669082184239437538e+03 1.462969935545886668e-01 3.080000000000000000e+02
4.443666090714304119e+03 9.485178230832287671e-02 2.430000000000000000e+02
5.218249997189170244e+03 5.230954690218147379e-02 1.560000000000000000e+02
5.992833903664037280e+03 3.059262625878543876e-02 1.030000000000000000e+02
6.767417810138902496e+03 1.022204259487127787e-02 3.800000000000000000e+01
7.542001716613769531e+03 9.414012518037048402e-03 3.800000000000000000e+01
8.316585623088634748e+03 3.929171409823778612e-03 1.700000000000000000e+01
9.091169529563503602e+03 1.960700332891412469e-03 9.000000000000000000e+00
9.865753436038368818e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.064033734251323403e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.141492124898810107e+04 1.906620703743179708e-04 1.000000000000000000e+00
1.218950515546296810e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.296408906193783332e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.373867296841270036e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.451325687488756739e+04 0.000000000000000000e+00 0.000000000000000000e+00
