# dL_mid, dL_binned_prob, dLm_detections
1.164202547575298183e+02 3.617971771554471805e-01 2.000000000000000000e+00
1.762297278956363016e+02 3.316787978347864319e-01 4.000000000000000000e+00
2.360392010337428133e+02 3.368419432317436013e-01 7.000000000000000000e+00
2.958486741718493249e+02 2.225084739067760276e-01 7.000000000000000000e+00
3.556581473099557797e+02 2.050624996377050369e-01 9.000000000000000000e+00
4.154676204480622914e+02 1.036450470910229432e-01 6.000000000000000000e+00
4.752770935861688031e+02 4.092697296694997044e-02 3.000000000000000000e+00
5.350865667242752579e+02 5.556731679438389054e-02 5.000000000000000000e+00
5.948960398623817127e+02 1.855251594374905666e-02 2.000000000000000000e+00
6.547055130004882812e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.145149861385948498e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.743244592767011909e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.341339324148077594e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.939434055529143279e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.537528786910207828e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.013562351829127238e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.073371824967233806e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.133181298105340147e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.192990771243446716e+03 0.000000000000000000e+00 0.000000000000000000e+00
