# dL_mid, dL_binned_prob, dLm_detections
5.182998805798981721e+02 7.754646728175704773e-01 3.350000000000000000e+02
1.291935011612741619e+03 4.528550138530696989e-01 7.780000000000000000e+02
2.065570142645584838e+03 2.438329065104446192e-01 8.000000000000000000e+02
2.839205273678428057e+03 1.303204118434482806e-01 6.340000000000000000e+02
3.612840404711271731e+03 7.508145019569269218e-02 4.790000000000000000e+02
4.386475535744115405e+03 3.824099200849600394e-02 2.980000000000000000e+02
5.160110666776958169e+03 2.254117601133446072e-02 2.050000000000000000e+02
5.933745797809800933e+03 1.224966191995233850e-02 1.260000000000000000e+02
6.707380928842645517e+03 6.506814342533564534e-03 7.400000000000000000e+01
7.481016059875488281e+03 4.044712421312732752e-03 5.000000000000000000e+01
8.254651190908331046e+03 1.508160062938467298e-03 2.000000000000000000e+01
9.028286321941173810e+03 1.704721933815598169e-03 2.400000000000000000e+01
9.801921452974018393e+03 4.722962184265979140e-04 7.000000000000000000e+00
1.057555658400686116e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.134919171503970574e+04 1.862297600440830853e-04 3.000000000000000000e+00
1.212282684607254851e+04 6.000133578782088550e-05 1.000000000000000000e+00
1.289646197710539127e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.367009710813823403e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.444373223917107862e+04 0.000000000000000000e+00 0.000000000000000000e+00
