# dL_mid, dL_binned_prob, dLm_detections
2.236014796809146219e+02 7.643056523608439123e-01 1.010000000000000000e+02
5.480857271897165219e+02 4.989535718104146644e-01 2.960000000000000000e+02
8.725699746985184220e+02 3.217804683985061032e-01 4.080000000000000000e+02
1.197054222207320436e+03 1.803185764158560800e-01 3.720000000000000000e+02
1.521538469716122108e+03 9.267289344374135540e-02 2.710000000000000000e+02
1.846022717224924236e+03 5.447293089079886103e-02 2.080000000000000000e+02
2.170506964733725908e+03 2.645919904118280985e-02 1.250000000000000000e+02
2.494991212242528036e+03 1.439243416343760802e-02 8.100000000000000000e+01
2.819475459751329709e+03 7.054819741269104626e-03 4.600000000000000000e+01
3.143959707260131836e+03 3.921353219209521880e-03 2.900000000000000000e+01
3.468443954768933509e+03 1.575931485834153540e-03 1.300000000000000000e+01
3.792928202277735636e+03 7.710222981685146233e-04 7.000000000000000000e+00
4.117412449786537763e+03 2.023647061416516512e-04 2.000000000000000000e+00
4.441896697295339436e+03 1.875976926066883236e-04 2.000000000000000000e+00
4.766380944804141109e+03 0.000000000000000000e+00 0.000000000000000000e+00
5.090865192312943691e+03 8.239233905132411888e-05 1.000000000000000000e+00
5.415349439821744454e+03 0.000000000000000000e+00 0.000000000000000000e+00
5.739833687330547036e+03 0.000000000000000000e+00 0.000000000000000000e+00
6.064317934839348709e+03 0.000000000000000000e+00 0.000000000000000000e+00
