# dL_mid, dL_binned_prob, dLm_detections
4.971942937750565648e+02 6.603558861990088680e-01 4.100000000000000000e+01
1.243182155006810262e+03 4.560596739779780862e-01 1.140000000000000000e+02
1.989170016238564131e+03 3.078032019548144760e-01 1.480000000000000000e+02
2.735157877470317544e+03 1.814056521329721339e-01 1.300000000000000000e+02
3.481145738702071867e+03 1.070445641618317789e-01 1.010000000000000000e+02
4.227133599933825280e+03 6.313200712768225753e-02 7.300000000000000000e+01
4.973121461165579603e+03 3.768645939711480486e-02 5.100000000000000000e+01
5.719109322397333017e+03 2.346293138920627075e-02 3.600000000000000000e+01
6.465097183629086430e+03 8.822819165899957808e-03 1.500000000000000000e+01
7.211085044860839844e+03 4.320515748335192890e-03 8.000000000000000000e+00
7.957072906092594167e+03 1.507624856166627988e-03 3.000000000000000000e+00
8.703060767324346671e+03 1.890378786761136342e-03 4.000000000000000000e+00
9.449048628556101903e+03 1.792959674774494963e-03 4.000000000000000000e+00
1.019503648978785532e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.094102435101960873e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.168701221225136396e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.243300007348311556e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.317898793471487079e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.392497579594662238e+04 0.000000000000000000e+00 0.000000000000000000e+00
