# dL_mid, dL_binned_prob, dLm_detections
4.914489798294870297e+02 7.828194139116269046e-01 3.300000000000000000e+01
1.128576157017757851e+03 3.715738700440517905e-01 5.700000000000000000e+01
1.765703334206028785e+03 1.959622616884842405e-01 5.700000000000000000e+01
2.402830511394299720e+03 7.598341097353031315e-02 3.300000000000000000e+01
3.039957688582570881e+03 7.474335326104243615e-02 4.300000000000000000e+01
3.677084865770842043e+03 3.520316906661456052e-02 2.500000000000000000e+01
4.314212042959112296e+03 1.910866450214831341e-02 1.600000000000000000e+01
4.951339220147383458e+03 4.183101535635710966e-03 4.000000000000000000e+00
5.588466397335654619e+03 4.686498519508799573e-03 5.000000000000000000e+00
6.225593574523925781e+03 8.550052063128495529e-04 1.000000000000000000e+00
6.862720751712196943e+03 2.372109073896960449e-03 3.000000000000000000e+00
7.499847928900467195e+03 1.478526678554069025e-03 2.000000000000000000e+00
8.136975106088737448e+03 1.394636822195980015e-03 2.000000000000000000e+00
8.774102283277008610e+03 0.000000000000000000e+00 0.000000000000000000e+00
9.411229460465279772e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.004835663765355093e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.068548381484182210e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.132261099203009326e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.195973816921836442e+04 0.000000000000000000e+00 0.000000000000000000e+00
