# dL_mid, dL_binned_prob, dLm_detections
1.902484532406455742e+02 6.135956552030501499e-01 6.000000000000000000e+00
3.165987532766241657e+02 4.466396769497040231e-01 1.100000000000000000e+01
4.429490533126028140e+02 3.356895805147305234e-01 1.500000000000000000e+01
5.692993533485814623e+02 2.613166410506879145e-01 1.800000000000000000e+01
6.956496533845599970e+02 1.348633467999765245e-01 1.300000000000000000e+01
8.219999534205386453e+02 4.740738436860918170e-02 6.000000000000000000e+00
9.483502534565172937e+02 5.665374046959236604e-02 9.000000000000000000e+00
1.074700553492495828e+03 2.592582177809179406e-02 5.000000000000000000e+00
1.201050853528474363e+03 1.752795254047905329e-02 4.000000000000000000e+00
1.327401153564453125e+03 1.511611708685604676e-02 4.000000000000000000e+00
1.453751453600431887e+03 9.938635434440163882e-03 3.000000000000000000e+00
1.580101753636410194e+03 2.943694086780952388e-03 1.000000000000000000e+00
1.706452053672388956e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.832802353708367718e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.959152653744346253e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.085502953780324788e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.211853253816303550e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.338203553852282312e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.464553853888260619e+03 0.000000000000000000e+00 0.000000000000000000e+00
