# dL_mid, dL_binned_prob, dLm_detections
3.256593551635742188e+02 7.819347730846327726e-01 7.000000000000000000e+00
4.885615310668945312e+02 6.028367871159069358e-01 1.100000000000000000e+01
6.514637069702148438e+02 1.681567463724878420e-01 5.000000000000000000e+00
8.143658828735351562e+02 1.632937154551124537e-01 7.000000000000000000e+00
9.772680587768554688e+02 1.397667339392155705e-01 8.000000000000000000e+00
1.140170234680175781e+03 4.135942616114091780e-02 3.000000000000000000e+00
1.303072410583496094e+03 5.648685552585929609e-02 5.000000000000000000e+00
1.465974586486816406e+03 1.904864831677227296e-02 2.000000000000000000e+00
1.628876762390136719e+03 2.462659556787551510e-02 3.000000000000000000e+00
1.791778938293457031e+03 7.200822505156079245e-03 1.000000000000000000e+00
1.954681114196777344e+03 6.407817863736826533e-03 1.000000000000000000e+00
2.117583290100097656e+03 5.770292708730774371e-03 1.000000000000000000e+00
2.280485466003417969e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.443387641906738281e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.606289817810058594e+03 4.448539082298320554e-03 1.000000000000000000e+00
2.769191993713378906e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.932094169616699219e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.094996345520019531e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.257898521423339844e+03 0.000000000000000000e+00 0.000000000000000000e+00
