# dL_mid, dL_binned_prob, dLm_detections
3.967461606075889335e+02 6.413216685846875320e-01 2.780000000000000000e+02
9.529336569936651813e+02 4.320069462372105873e-01 7.500000000000000000e+02
1.509121153379741372e+03 2.355787110309612020e-01 8.080000000000000000e+02
2.065308649765817790e+03 1.161431078202676825e-01 6.100000000000000000e+02
2.621496146151894209e+03 5.772740414539100778e-02 4.090000000000000000e+02
3.177683642537970627e+03 2.942006161228540723e-02 2.610000000000000000e+02
3.733871138924046591e+03 1.568461716586534369e-02 1.660000000000000000e+02
4.290058635310122554e+03 6.061388072968824578e-03 7.400000000000000000e+01
4.846246131696199882e+03 3.857048526685064125e-03 5.300000000000000000e+01
5.402433628082275391e+03 2.041991972140800964e-03 3.100000000000000000e+01
5.958621124468352718e+03 7.863932050729193976e-04 1.300000000000000000e+01
6.514808620854428227e+03 3.933816237921451014e-04 7.000000000000000000e+00
7.070996117240503736e+03 1.581000068628508578e-04 3.000000000000000000e+00
7.627183613626581064e+03 0.000000000000000000e+00 0.000000000000000000e+00
8.183371110012657482e+03 4.737394722753116168e-05 1.000000000000000000e+00
8.739558606398733900e+03 0.000000000000000000e+00 0.000000000000000000e+00
9.295746102784809409e+03 4.353873462257672102e-05 1.000000000000000000e+00
9.851933599170886737e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.040812109555696225e+04 0.000000000000000000e+00 0.000000000000000000e+00
