# dL_mid, dL_binned_prob, dLm_detections
1.972168277941252086e+02 9.141308872251781015e-01 2.400000000000000000e+01
3.725940563804225008e+02 5.777100207986053393e-01 4.700000000000000000e+01
5.479712849667198498e+02 2.455140832482926305e-01 3.900000000000000000e+01
7.233485135530170282e+02 1.899306963726568875e-01 4.800000000000000000e+01
8.987257421393144341e+02 1.310507950884411688e-01 4.700000000000000000e+01
1.074102970725611613e+03 4.858505916512916023e-02 2.300000000000000000e+01
1.249480199311909018e+03 3.700052086016752950e-02 2.200000000000000000e+01
1.424857427898206197e+03 1.526996810529365929e-02 1.100000000000000000e+01
1.600234656484503603e+03 9.419329061055671526e-03 8.000000000000000000e+00
1.775611885070800781e+03 4.080300544830208105e-03 4.000000000000000000e+00
1.950989113657098187e+03 8.988781727652377530e-04 1.000000000000000000e+00
2.126366342243395593e+03 2.409345923052741683e-03 3.000000000000000000e+00
2.301743570829692544e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.477120799415989950e+03 6.623504064012220548e-04 1.000000000000000000e+00
2.652498028002287356e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.827875256588584307e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.003252485174882167e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.178629713761179119e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.354006942347476524e+03 0.000000000000000000e+00 0.000000000000000000e+00
