# dL_mid, dL_binned_prob, dLm_detections
2.144762502971448441e+02 1.892107726988264460e+00 1.000000000000000000e+00
4.096463869998329983e+02 0.000000000000000000e+00 0.000000000000000000e+00
6.048165237025211809e+02 9.294557120217096235e-01 3.000000000000000000e+00
7.999866604052092498e+02 3.908452122511343330e-01 2.000000000000000000e+00
9.951567971078973187e+02 4.148725808235597112e-01 3.000000000000000000e+00
1.190326933810585615e+03 1.052212103958602152e-01 1.000000000000000000e+00
1.385497070513273684e+03 1.682577387708448780e-01 2.000000000000000000e+00
1.580667207215961753e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.775837343918649822e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.971007480621337891e+03 5.161683531969765704e-02 1.000000000000000000e+00
2.166177617324025960e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.361347754026714028e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.556517890729402552e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.751688027432090621e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.946858164134778690e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.142028300837466759e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.337198437540154828e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.532368574242842897e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.727538710945530966e+03 0.000000000000000000e+00 0.000000000000000000e+00
