# dL_mid, dL_binned_prob, dLm_detections
4.948747855738589578e+02 7.087840712351765049e-01 1.360000000000000000e+02
1.275658475373920737e+03 5.681708539994069218e-01 4.550000000000000000e+02
2.056442165173982175e+03 3.925960377397164081e-01 6.080000000000000000e+02
2.837225854974044069e+03 2.699684023020417212e-01 6.230000000000000000e+02
3.618009544774105507e+03 1.552735830061237332e-01 4.710000000000000000e+02
4.398793234574167400e+03 1.024329143398874098e-01 3.800000000000000000e+02
5.179576924374228838e+03 6.370646201269217213e-02 2.760000000000000000e+02
5.960360614174291186e+03 4.059788413139322344e-02 1.990000000000000000e+02
6.741144303974351715e+03 2.361399241838400484e-02 1.280000000000000000e+02
7.521927993774414062e+03 1.018281706245847441e-02 6.000000000000000000e+01
8.302711683574474591e+03 6.170062862586913818e-03 3.900000000000000000e+01
9.083495373374538758e+03 3.129670489678456832e-03 2.100000000000000000e+01
9.864279063174599287e+03 2.123674983759584085e-03 1.500000000000000000e+01
1.064506275297465982e+04 4.062886522206344718e-04 3.000000000000000000e+00
1.142584644277472216e+04 5.211695060998750451e-04 4.000000000000000000e+00
1.220663013257478451e+04 1.259546301325465724e-04 1.000000000000000000e+00
1.298741382237484504e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.376819751217490739e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.454898120197496974e+04 1.163466241656868551e-04 1.000000000000000000e+00
