# dL_mid, dL_binned_prob, dLm_detections
1.107026565953304953e+02 5.300696135038106549e-01 1.000000000000000000e+00
1.717108903182180484e+02 1.160609798300112017e+00 5.000000000000000000e+00
2.327191240411055446e+02 5.269210565351498676e-01 4.000000000000000000e+00
2.937273577639930977e+02 2.576762472443934193e-01 3.000000000000000000e+00
3.547355914868806508e+02 6.105100783807147075e-02 1.000000000000000000e+00
4.157438252097681470e+02 4.601729261818565675e-02 1.000000000000000000e+00
4.767520589326557001e+02 7.237938640367085064e-02 2.000000000000000000e+00
5.377602926555432532e+02 5.877676544554702454e-02 2.000000000000000000e+00
5.987685263784308063e+02 7.341235928990920423e-02 3.000000000000000000e+00
6.597767601013183594e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.207849938242059125e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.817932275470934655e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.428014612699809049e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.038096949928684580e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.648179287157560111e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.025826162438643678e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.086834396161531004e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.147842629884418784e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.208850863607306110e+03 0.000000000000000000e+00 0.000000000000000000e+00
