# dL_mid, dL_binned_prob, dLm_detections
2.799155013435765227e+02 7.357812474728310237e-01 1.390000000000000000e+02
7.328285886864912300e+02 4.715730201045227887e-01 4.210000000000000000e+02
1.185741676029405880e+03 2.688970572889827770e-01 5.070000000000000000e+02
1.638654763372320758e+03 1.594177303861621653e-01 4.790000000000000000e+02
2.091567850715235636e+03 8.394117416440610713e-02 3.500000000000000000e+02
2.544480938058150059e+03 4.365847391674497480e-02 2.330000000000000000e+02
2.997394025401064937e+03 2.175107472566558883e-02 1.410000000000000000e+02
3.450307112743979815e+03 1.251200875602044918e-02 9.500000000000000000e+01
3.903220200086894693e+03 5.888972677303081805e-03 5.100000000000000000e+01
4.356133287429809570e+03 2.582286363820719688e-03 2.500000000000000000e+01
4.809046374772724448e+03 1.501712451588432112e-03 1.600000000000000000e+01
5.261959462115639326e+03 6.908653245071353895e-04 8.000000000000000000e+00
5.714872549458553294e+03 5.619012273449285402e-04 7.000000000000000000e+00
6.167785636801468172e+03 2.257344475785664714e-04 3.000000000000000000e+00
6.620698724144383050e+03 2.841288731884608555e-04 4.000000000000000000e+00
7.073611811487297928e+03 0.000000000000000000e+00 0.000000000000000000e+00
7.526524898830212805e+03 0.000000000000000000e+00 0.000000000000000000e+00
7.979437986173127683e+03 0.000000000000000000e+00 0.000000000000000000e+00
8.432351073516041652e+03 0.000000000000000000e+00 0.000000000000000000e+00
