# dL_mid, dL_binned_prob, dLm_detections
4.971065087569387515e+02 7.020784083343740711e-01 1.410000000000000000e+02
1.277352546290347618e+03 5.369205444977542818e-01 4.480000000000000000e+02
2.057598583823756599e+03 3.828319977141428354e-01 6.170000000000000000e+02
2.837844621357165124e+03 2.566209336060962243e-01 6.160000000000000000e+02
3.618090658890573650e+03 1.572337159436121012e-01 4.960000000000000000e+02
4.398336696423983085e+03 9.488101729167607024e-02 3.660000000000000000e+02
5.178582733957391611e+03 5.549940746098970534e-02 2.500000000000000000e+02
5.958828771490800136e+03 3.218004308980439154e-02 1.640000000000000000e+02
6.739074809024208662e+03 1.597000312031256891e-02 9.000000000000000000e+01
7.519320846557617188e+03 9.467893232504251758e-03 5.800000000000000000e+01
8.299566884091025713e+03 5.782552940010915292e-03 3.800000000000000000e+01
9.079812921624434239e+03 1.863519394579387289e-03 1.300000000000000000e+01
9.860058959157844583e+03 1.361779282220433899e-03 1.000000000000000000e+01
1.064030499669125311e+04 5.210519461797156549e-04 4.000000000000000000e+00
1.142055103422466163e+04 3.759627481548591670e-04 3.000000000000000000e+00
1.220079707175807016e+04 2.422954033893332318e-04 2.000000000000000000e+00
1.298104310929147869e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.376128914682488721e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.454153518435829574e+04 1.119032605698811042e-04 1.000000000000000000e+00
