# dL_mid, dL_binned_prob, dLm_detections
1.073118258024516791e+02 6.777376412428892660e-01 2.300000000000000000e+01
2.625595923975894266e+02 6.787304817754735708e-01 1.110000000000000000e+02
4.178073589927271314e+02 4.495378602894993803e-01 1.680000000000000000e+02
5.730551255878649499e+02 2.870016500621294098e-01 1.850000000000000000e+02
7.283028921830025411e+02 1.570343271050563816e-01 1.510000000000000000e+02
8.835506587781403596e+02 9.515258097884982114e-02 1.250000000000000000e+02
1.038798425373277951e+03 6.203833034447795575e-02 1.050000000000000000e+02
1.194046191968415769e+03 3.203376558465900054e-02 6.700000000000000000e+01
1.349293958563553588e+03 1.636301309776674526e-02 4.100000000000000000e+01
1.504541725158691406e+03 1.330713631748051129e-02 3.900000000000000000e+01
1.659789491753828997e+03 4.459515469214371183e-03 1.500000000000000000e+01
1.815037258348966816e+03 2.367473189771033236e-03 9.000000000000000000e+00
1.970285024944104407e+03 4.714320726320135038e-04 2.000000000000000000e+00
2.125532791539242226e+03 2.134716763199495508e-04 1.000000000000000000e+00
2.280780558134380044e+03 1.950726966573696148e-04 1.000000000000000000e+00
2.436028324729517408e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.591276091324655681e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.746523857919793045e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.901771624514931318e+03 0.000000000000000000e+00 0.000000000000000000e+00
