  -193.148      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -500.918   -580.102      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -481.909   -660.930   -720.541      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -306.641   -608.342   -821.201   -913.917      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -161.624   -429.077   -702.930  -1024.349  -1119.636      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -97.713   -234.881   -490.186   -876.888  -1323.367  -1410.005      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -65.160   -145.491   -289.018   -639.290  -1123.535  -1650.293  -1918.974      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -13.939    -79.354   -135.239   -344.022   -767.427  -1476.696  -2281.878  -2581.355      0.000      0.000      0.000      0.000      0.000      0.000
    -7.130    -29.751    -94.181   -216.156   -484.615  -1004.671  -1951.467  -2967.670  -3460.190      0.000      0.000      0.000      0.000      0.000
   -14.305    -26.715    -50.031   -124.412   -248.082   -649.389  -1267.951  -2658.867  -4024.616  -4627.182      0.000      0.000      0.000      0.000
     0.000     -8.003     -7.370    -21.342   -124.744   -315.083   -845.931  -1716.469  -3388.531  -5218.334  -5719.533      0.000      0.000      0.000
     0.000      0.000      0.000    -33.119    -49.462   -152.180   -431.865   -931.498  -2121.539  -4078.457  -6473.279  -6397.535      0.000      0.000
     0.000      0.000      0.000      0.000    -64.055    -79.253   -187.248   -395.741  -1108.097  -2415.940  -4414.552  -6597.152  -5939.753      0.000
     0.000      0.000      0.000      0.000      0.000    -27.674    -51.590   -223.234   -383.803  -1182.639  -2294.402  -4227.392  -5734.092  -4621.721
