# mass_bin, # detections, zmid_1, zmid_2, maxL_1  ,    maxL_2,   a_1,    zeta_1, delta_2  , gamma_2   
     0.000   1096.000      0.037      0.033   8984.916   9071.482      4.872      4.872      0.000     42.094
     1.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     2.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     3.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     4.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     5.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     6.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     7.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     8.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     9.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    10.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    11.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    12.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    13.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    10.000    716.000      0.042      0.009   5519.235   4417.535      4.985      4.985      0.999      0.000
    11.000    687.000      0.048      0.043   5197.720   5246.097      4.597      4.597      0.002     34.381
    12.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    13.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    14.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    15.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    16.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    17.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    18.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    19.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   110.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   111.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   112.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   113.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    20.000    260.000      0.048      0.040   1702.025   1725.605      0.715      0.715    118.000     10.072
    21.000    744.000      0.054      0.049   5621.808   5655.238      0.000      0.000      0.168     29.799
    22.000    579.000      0.059      0.053   4166.971   4194.622      0.000      0.000      0.000     26.008
    23.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    24.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    25.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    26.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    27.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    28.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    29.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   210.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   211.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   212.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   213.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    30.000    111.000      0.050      0.045    623.820    631.588      0.299      0.299      0.000     27.695
    31.000    330.000      0.058      0.051   2161.960   2188.781      3.417      3.417      0.000     24.069
    32.000    833.000      0.068      0.062   6237.591   6276.390      1.026      1.026      0.105     25.017
    33.000    775.000      0.077      0.070   5667.234   5697.190      0.000      0.000      0.003     22.186
    34.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    35.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    36.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    37.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    38.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    39.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   310.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   311.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   312.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   313.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    40.000     45.000      0.057      0.052    218.407    220.134      0.000      0.000      0.000     34.047
    41.000    168.000      0.066      0.060    989.936    999.025      0.462      0.462      0.000     24.884
    42.000    379.000      0.074      0.067   2508.741   2530.537      4.999      4.999      0.010     23.301
    43.000    967.000      0.083      0.076   7182.398   7224.643      0.296      0.296      0.000     19.820
    44.000    905.000      0.094      0.071   6554.746   6641.468      4.839      4.839     81.853    -11.211
    45.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    46.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    47.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    48.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
