   283.270      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   367.591    340.080      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   357.658    244.485    199.018      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   136.300    194.666     97.161     76.896      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   820.515     98.985    106.419    102.548     81.801      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   143.065    178.777    131.709     78.228     61.974     43.907      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   642.355     62.198    111.808     50.045     57.820     25.788     21.073      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   817.593    125.226     48.911     60.008     33.001     19.143     16.050     12.593      0.000      0.000      0.000      0.000      0.000      0.000
3161634193.175    170.823     64.655      0.000     26.064     16.930     12.648     12.412      6.720      0.000      0.000      0.000      0.000      0.000
1637316102.158     65.638      5.586     66.291     14.753     14.749     14.378      6.249      4.868      2.661      0.000      0.000      0.000      0.000
     0.000   4065.751 120799528.399    775.339     28.723     16.532      3.666      8.824      4.298      3.186      2.091      0.000      0.000      0.000
     0.000      0.000      0.000    303.576    134.977     26.072      5.190      6.953      4.556      2.383      3.027      2.654      0.000      0.000
     0.000      0.000      0.000      0.000     38.128     27.984     17.622     10.099      3.038      3.402      1.969      3.038      2.933      0.000
     0.000      0.000      0.000      0.000      0.000 893198709.419    281.766      0.100      5.498      2.866      3.894      2.938      3.005      3.600
