# det_z, det_zpdf, Ntot_bin
7.135862708091735840e-01 4.412840434498124242e-01
1.475850343704223633e-01 3.546888827967975555e-02
9.017243385314941406e-01 5.684283035324687594e-01
5.228523612022399902e-01 2.949317300632944838e-01
2.376773655414581299e-01 8.372204818655140657e-02
7.119709253311157227e-01 4.401045234635498904e-01
9.244699478149414062e-01 5.823012424860739555e-01
1.609258204698562622e-01 4.159822149126708724e-02
2.945689260959625244e-01 1.209405672574526275e-01
3.328458070755004883e-01 1.480622272447167376e-01
6.632618904113769531e-01 4.039446462397645599e-01
7.967564463615417480e-02 1.106399356768539635e-02
6.921734213829040527e-01 4.255425037921451437e-01
5.915454626083374023e-01 3.489298327509601227e-01
9.931317567825317383e-01 6.221114320342627790e-01
8.574482798576354980e-01 5.404594778755331674e-01
5.705708265304565430e-01 3.325369141029210773e-01
1.749193072319030762e-01 4.844154600730037757e-02
2.838027477264404297e-01 1.135853608142258497e-01
2.622944712638854980e-01 9.930581002633986909e-02
7.879102230072021484e-01 4.940373893793502669e-01
3.064922392368316650e-01 1.292349634471946507e-01
3.782218694686889648e-01 1.817881004050008187e-01
8.136017322540283203e-01 5.115344769148664206e-01
3.290940821170806885e-01 1.453435353202694735e-01
2.908341586589813232e-01 1.183741455080948024e-01
8.555124998092651367e-01 5.392079561502488572e-01
7.030478715896606445e-01 4.335652356279739439e-01
1.679999232292175293e-01 4.500656536633924898e-02
1.115874290466308594e+00 6.855447160767026427e-01
9.486013650894165039e-01 5.966477482861292092e-01
3.532838523387908936e-01 1.630722694845897214e-01
1.005732536315917969e+00 6.290787345005044440e-01
3.352489471435546875e-01 1.498100758416300859e-01
3.600448668003082275e-01 1.681063768122267876e-01
6.157395243644714355e-01 3.676890786369935160e-01
7.432335615158081055e-01 4.626918863378226554e-01
2.002585530281066895e-01 6.183745979375896568e-02
3.178230226039886475e-01 1.372505933570366543e-01
3.666777312755584717e-01 1.730746157763666526e-01
4.394691288471221924e-01 2.290987444509448023e-01
7.698861956596374512e-01 4.815288141365475227e-01
3.693689405918121338e-01 1.750988992703376435e-01
1.567162573337554932e-01 3.962158456359671233e-02
2.991275787353515625e-01 1.240942954536937287e-01
4.766182005405426025e-01 2.583490066043594435e-01
2.605569362640380859e-01 9.817829365502279970e-02
4.973623454570770264e-01 2.747582744142507694e-01
3.965019285678863525e-01 1.957387603007321730e-01
1.994297802448272705e-01 6.137937235987841328e-02
2.569130659103393555e-01 9.582670792081764144e-02
2.084057778120040894e-01 6.639993199184918149e-02
6.214895844459533691e-01 3.721202208651425147e-01
5.269011259078979492e-01 2.981334077015874717e-01
6.089388132095336914e-01 3.624340788365499333e-01
1.299262344837188721e-01 2.798668874222929107e-02
1.698382496833801270e+00 8.690115200389847416e-01
6.799408197402954102e-01 4.164507555748964696e-01
