# det_z, det_zpdf, Ntot_bin
1.897577643394470215e-01 5.613576222698181406e-02
7.722129672765731812e-02 1.041874097300730245e-02
9.664966166019439697e-02 1.601073771528406173e-02
5.644160136580467224e-02 5.679722109602054758e-03
2.047436237335205078e-01 6.433427955381673669e-02
1.539221107959747314e-01 3.833007123722163845e-02
1.840687692165374756e-01 5.313451548749147796e-02
9.434817731380462646e-02 1.529265035726829446e-02
7.890439778566360474e-02 1.086003064994900749e-02
8.720228075981140137e-02 1.315569648013460019e-02
1.640278846025466919e-01 4.307961926221645643e-02
1.549465507268905640e-01 3.880217427105792094e-02
3.556184172630310059e-01 1.648069495557646091e-01
1.106280013918876648e-01 2.068750956518868034e-02
1.573118716478347778e-01 3.989857574342982327e-02
9.734003245830535889e-02 1.622949855577839745e-02
8.500822633504867554e-02 1.252953785827920670e-02
1.252270042896270752e-01 2.612179783998003907e-02
2.409240975975990295e-02 1.068337819891374343e-03
1.279664933681488037e-01 2.720256439778401605e-02
1.412143856287002563e-01 3.268447603373377669e-02
2.587155699729919434e-01 9.698769749537108908e-02
1.320750564336776733e-01 2.885732906303369733e-02
2.804825007915496826e-01 1.113439131969489876e-01
1.903520673513412476e-01 5.645302442769870727e-02
1.668033748865127563e-01 4.442229114740522261e-02
2.151167541742324829e-01 7.024578839808902353e-02
1.786979883909225464e-01 5.035925150689390950e-02
1.393229514360427856e-01 3.187605634343532168e-02
1.984334439039230347e-01 6.083184032060107160e-02
1.302284300327301025e-01 2.810849243366339567e-02
2.072883546352386475e-01 6.576675935499257108e-02
2.554315626621246338e-01 9.487592977859567178e-02
1.605653017759323120e-01 4.142756098260162029e-02
1.675592809915542603e-01 4.479081341644183117e-02
3.168345689773559570e-01 1.365463788406577894e-01
1.275684684514999390e-01 2.704399855684966325e-02
1.310445368289947510e-01 2.843743447372567082e-02
7.970752567052841187e-02 1.107242478369268104e-02
1.918698549270629883e-01 5.726552688276042441e-02
2.107800245285034180e-01 6.775118907245426814e-02
1.265759468078613281e-01 2.665201000228377415e-02
1.909335851669311523e-01 5.676432270183581763e-02
1.603176295757293701e-01 4.131031917411485260e-02
4.334491193294525146e-01 2.243868589621624554e-01
1.126055419445037842e-01 2.139147944534942544e-02
1.270066052675247192e-01 2.682154590111267972e-02
1.268487870693206787e-01 2.675941813029170807e-02
2.672240436077117920e-01 1.025273024939726690e-01
2.329712361097335815e-01 8.084444738791736473e-02
2.730102837085723877e-01 1.063480746395152610e-01
2.112924158573150635e-01 6.804452730849137876e-02
1.806019693613052368e-01 5.133646914593708449e-02
