 317.88760  317.47043  315.22215  311.63361  307.02144  301.60180  295.52888  288.91655  281.85126  274.40020  266.61667
 318.36884  319.31251  318.42506  316.19736  312.94602  308.88722  304.17514  298.92364  293.21918  287.12896  280.70625
 317.67640  319.77342  320.03932  318.96497  316.86697  313.96152  310.40279  306.30464  301.75352  296.81665  291.54730
 315.98971  319.06579  320.31076  320.21548  319.09655  317.17017  314.59050  311.47143  307.89938  303.94158  299.65129
 313.46062  317.36942  319.44712  320.18456  319.89837  318.80471  317.05777  314.77142  312.03210  308.90702  305.44946
 310.21749  314.83614  317.62368  319.07096  319.49460  319.11078  318.07369  316.49718  314.46770  312.05246  309.30474
 306.36846  311.59369  314.98782  317.04169  318.07193  318.29469  317.86419  316.89426  315.47137  313.66273  311.52159
 302.00457  307.74955  311.66342  314.23703  315.78700  316.52951  316.61875  316.16857  315.26542  313.97651  312.35512
 297.20245  303.39402  307.75449  310.77470  312.77128  313.96038  314.49622  314.49264  314.03608  313.19378  312.01899
 292.02653  298.60300  303.34836  306.75346  309.13492  310.70892  311.62965  312.01096  311.93930  311.48188  310.69198
 286.53108  293.44028  298.51837  302.25620  304.97039  306.87712  308.13058  308.84461  309.10568  308.98100  308.52383
