 195.80900  196.60228  196.01519  194.41775  192.04864  189.07083  185.60055  181.72363  177.50524  172.99606  168.23623
 196.79367  198.47738  198.78072  198.07372  196.59505  194.50767  191.92783  188.94135  185.61339  181.99465  178.12525
 197.03014  199.47017  200.52983  200.57914  199.85678  198.52572  196.70219  194.47202  191.90039  189.03795  185.92488
 196.63081  199.71419  201.41719  202.10985  202.03084  201.34312  200.16294  198.57612  196.64783  194.42875  191.95902
 195.69125  199.32289  201.57417  202.81509  203.28435  203.14491  202.51300  201.47445  200.09443  198.42361  196.50215
 194.29231  198.39221  201.11173  202.82091  203.75842  204.08722  203.92356  203.35326  202.44149  201.23892  199.78571
 192.50231  197.00307  200.12346  202.23350  203.57188  204.30155  204.53875  204.36932  203.85841  203.05671  202.00436
 190.37886  195.22369  198.68816  201.14227  202.82472  203.89847  204.47975  204.65439  204.48756  204.02993  203.32166
 187.97049  193.11148  196.87210  199.62236  201.60096  202.97086  203.84829  204.31908  204.44840  204.28692  203.87480
 185.31815  190.71478  194.73104  197.73695  199.97119  201.59672  202.72979  203.45623  203.84119  203.93535  203.77888
 182.45634  188.07431  192.31190  195.53915  197.99473  199.84161  201.19602  202.14379  202.75010  203.06560  203.13046
