 119.76630  120.74190  120.59067  119.61466  118.00872  115.90588  113.40102  110.56422  107.44866  104.09572  100.53817
 120.22574  121.83956  122.32654  121.98875  121.02103  119.55641  117.68977  115.49118  113.01384  110.29912  107.37979
 120.13778  122.29764  123.33066  123.53891  123.11722  122.19864  120.87804  119.22549  117.29419  115.12550  112.75221
 119.58134  122.20896  123.70974  124.38575  124.43183  123.98101  123.12817  121.94338  120.47985  118.77892  116.87339
 118.62404  121.65302  123.55516  124.63253  125.07997  125.03050  124.57902  123.79559  122.73342  121.43385  119.92968
 117.32357  120.69759  122.94478  124.36719  125.15967  125.45525  125.34882  124.91043  124.19330  123.23878  122.07965
 115.72899  119.40029  121.94476  123.66445  124.75421  125.34707  125.53792  125.39682  124.97696  124.31972  123.45788
 113.88194  117.80998  120.61119  122.58762  123.93413  124.78373  125.23131  125.34695  125.18384  124.78334  124.17824
 111.81778  115.96813  118.99164  121.19037  122.75918  123.83108  124.50097  124.83891  124.89809  124.71990  124.33709
 109.56650  113.90984  117.12635  119.51809  121.27989  122.54479  123.40768  123.93861  124.19080  124.20560  124.01580
 107.15354  111.66491  115.04945  117.60921  119.53904  120.97197  122.00289  122.70185  123.12207  123.30490  123.28312
