  71.20580   71.40856   70.96339   70.04397   68.76234   67.19499   65.39648   63.40710   61.25744   58.97129   56.56748
  71.45646   72.08985   72.07532   71.58654   70.73555   69.59884   68.23097   66.67223   64.95321   63.09770   61.12453
  71.33594   72.33561   72.68736   72.56485   72.08014   71.30971   70.30811   69.11565   67.76291   66.27367   64.66678
  70.90031   72.21197   72.87569   73.06517   72.89244   72.43399   71.74439   70.86391   69.82315   68.64590   67.35099
  70.19733   71.77520   72.70515   73.16085   73.25434   73.06211   72.63872   72.02446   71.24993   70.33889   69.31021
  69.26751   71.07303   72.23063   72.91397   73.23511   73.27053   73.07479   72.68818   72.14128   71.45789   70.65685
  68.14514   70.14578   71.49850   72.37697   72.89323   73.12377   73.12315   72.93166   72.57989   72.09162   71.48570
  66.85912   69.02745   70.54784   71.59398   72.27792   72.67614   72.84319   72.81938   72.63529   72.31470   71.87646
  65.43378   67.74658   69.41146   70.60208   71.43050   71.97320   72.28474   72.40541   72.36580   72.18969   71.89593
  63.88962   66.32727   68.11700   69.43248   70.38575   71.05331   71.48970   71.73523   71.82047   71.76921   71.60031
  62.24388   64.78975   66.68770   68.11139   69.17288   69.94865   70.49325   70.84699   71.04045   71.09741   71.03672
