   1.25843    1.30537    1.32415    1.32230    1.30471    1.27470    1.23463    1.18627    1.13093    1.06967    1.00328
   1.27019    1.33203    1.36571    1.37877    1.37608    1.36096    1.33580    1.30234    1.26191    1.21554    1.16406
   1.26864    1.34311    1.38940    1.41507    1.42499    1.42250    1.40995    1.38910    1.36128    1.32753    1.28867
   1.25571    1.34087    1.39786    1.43423    1.45485    1.46304    1.46119    1.45104    1.43392    1.41087    1.38270
   1.23300    1.32725    1.39333    1.43878    1.46849    1.48578    1.49301    1.49195    1.48392    1.46995    1.45087
   1.20190    1.30388    1.37770    1.43089    1.46834    1.49336    1.50834    1.51501    1.51472    1.50849    1.49715
   1.16355    1.27214    1.35256    1.41237    1.45642    1.48805    1.50963    1.52291    1.52922    1.52960    1.52486
   1.11895    1.23319    1.31927    1.38472    1.43443    1.47172    1.49895    1.51789    1.52986    1.53589    1.53681
   1.06891    1.18801    1.27894    1.34925    1.40382    1.44596    1.47805    1.50184    1.51866    1.52955    1.53532
   1.01416    1.13744    1.23255    1.30704    1.36578    1.41211    1.44838    1.47635    1.49735    1.51242    1.52237
   0.95528    1.08217    1.18090    1.25900    1.32135    1.37129    1.41117    1.44275    1.46736    1.48604    1.49961
