# ['gamma', 'delta', 'b_0, b_1, b_2'], ['cte', 'a20', 'a01', 'a21', 'a10', 'a11', 'c1', 'c11']
-1.03603656328974 0.3346855536325137 -5.905113140999798 0.02199478632115389 -2.2855495652347982e-05 81.3838743691525 -7.763469748116724e-06 -0.47803973835413205 2.6652926530859017e-07 0.000825023517938074 -0.0021790847924885474 0.1748523970551359 0.001885593600628671
-0.9773063540136073 0.31889091038601836 -7.38813068613506 0.033954189936470425 -4.5696537711708504e-05 81.15720851556742 -7.981347291859132e-06 -0.4852714308465369 2.824384322355132e-07 0.0008186236194200711 -0.0017510616188903389 0.16378072975123453 0.0020258987233873487
-0.9881161557819375 0.3200960218597928 -6.317986793961499 0.025000489221103893 -2.8386916461362483e-05 81.84037593213873 -7.705551409195017e-06 -0.48781351554480584 1.988626585835946e-07 0.0007135361497542619 -0.002401782187002167 0.16692609361888186 0.001991197507026178
-0.9985614389890501 0.325248363148397 -6.979455713899625 0.030115867329205966 -3.8588293485739675e-05 81.82024963215456 -8.177098678533928e-06 -0.5359430007808469 1.8660258611335564e-07 0.0008524753029826478 -0.002205739014371425 0.1597326835953173 0.0020609655627031576
-0.9984212616509112 0.320745074695885 -7.061293907600199 0.03094376257725708 -3.8679182576398756e-05 81.42433881893325 -7.319236073407978e-06 -0.572695098447874 2.0499818052203547e-07 0.0006874940474720557 -0.0013301287852095496 0.1826428100692401 0.001897189873916365
-1.091800770591049 0.34939294522797154 -7.018299408698464 0.031521010465854885 -4.178300568242716e-05 81.23256337336856 -8.185336490203973e-06 -0.5481905743034741 2.2014341228698704e-07 0.000883393063141174 -0.002019364574068507 0.1793290381749434 0.0019453051712651612
-0.9727672722170405 0.31280635058184936 -6.060008735576613 0.02371317741915902 -2.7166258281717198e-05 81.13249146877773 -7.734539836255414e-06 -0.528862059412115 3.9865294626628967e-07 0.0007869966057687033 -0.0020330546418282974 0.16685209343329005 0.001976233154020037
-1.00970256351324 0.3255531602893934 -6.224540777388452 0.02442003122740956 -2.6908197964557728e-05 80.76833027885874 -8.246809826697384e-06 -0.49947456227066467 5.914018052602418e-07 0.0009484264023520847 -0.0024617839295840716 0.16740163547779735 0.0019690128018724695
-1.02131468774713 0.3299914404227347 -6.314419191512465 0.024772562790771623 -2.7460203713502994e-05 81.59496904125447 -7.598053083822081e-06 -0.5556490654652765 8.410361044835909e-07 0.0007357473106558414 -0.0015625114381083755 0.17717608528208972 0.001835011946426643
-1.0103019693981032 0.3301575532279741 -7.80931875600818 0.03751167772596207 -5.322359213792698e-05 81.81155649057342 -7.877457329294656e-06 -0.5269156916906971 1.0612562281565858e-06 0.0008098675592803063 -0.002259810337510194 0.16140940795700115 0.002021843745840661
-1.0042049564305495 0.32791120124260326 -7.634176172310891 0.03631227167380625 -5.102647451892464e-05 81.23936253151851 -7.933694355455984e-06 -0.5518505922458073 1.3263504636719945e-06 0.0008433158474591009 -0.001617974985386355 0.16005502716112058 0.001948421677424137
-1.005900240424197 0.3250886957648366 -6.545145194483464 0.028067214282545373 -3.4310113105746626e-05 80.92873003171496 -8.025943761918616e-06 -0.5466044509509091 1.3766331015994636e-06 0.000929864676637958 -0.0019097996936215636 0.17320968806527748 0.0019843655062985006
-1.0280566894193781 0.3323461490191009 -6.673994200806687 0.02851072485093538 -3.555064224499301e-05 81.38610564122142 -7.658463961815244e-06 -0.5228759651515152 1.9453797689728617e-06 0.0007578249529409894 -0.002062041591608529 0.14356505215976517 0.002232876099423335
-1.0301438015855582 0.3321689640967751 -6.572529551477897 0.028891008573801873 -3.798458122912466e-05 80.62680466296426 -8.389985334609244e-06 -0.32174426998207917 2.290698062309542e-05 0.0009860741617828417 -0.007297627380714668 0.16436438600051245 0.0019763199475822824
-0.9859753829788132 0.319495568363881 -6.476883181887096 0.026945171578186412 -3.369983431588338e-05 81.1399834486307 -8.234890781806248e-06 -0.438201518745169 1.4845608183303833e-05 0.0009131285435937798 -0.005157076271559818 0.18231310987837135 0.0018457317330281007
-0.9866696798905936 0.3197339022132817 -7.439825546825841 0.03471799736758269 -4.725526124823735e-05 80.90224238567578 -8.029832676113479e-06 -0.4000119022297556 1.4960791925421763e-05 0.0008802057096877782 -0.005202076782704408 0.16139524341560646 0.0021226079091974893
-1.028482112035654 0.33225530531636666 -7.615752318657759 0.035629247235602096 -4.794447879980258e-05 80.49598403300602 -7.933473584361812e-06 -0.3621161184179133 1.034269806184442e-05 0.0008971684158093745 -0.0048597479655300875 0.1570777883992741 0.0020624710087486543
-0.9890710467856278 0.32240587245331287 -7.733149051884146 0.035435327901531734 -4.623170227200792e-05 80.58028108832065 -8.111724980739915e-06 -0.42029951272163724 1.0941718334591189e-05 0.000922307182448121 -0.004281252706486459 0.1864670118969171 0.0018803387471124076
-1.017322853659941 0.3241642120881157 -7.461266963871375 0.03450137426697024 -4.9714664945572886e-05 80.5250757333026 -8.968494565386365e-06 -0.5725950812369196 -1.9598235520019635e-07 0.0010417345849050561 -0.0017735010757559473 0.16192145626711613 0.0020118409784317262
-1.0150307067894735 0.32801622853608525 -7.427625147490882 0.03545377982535704 -5.2039115057367585e-05 80.7794792527429 -8.925475861129789e-06 -0.5671491681377265 -2.638224555835289e-07 0.0010462419698546656 -0.00152489015284385 0.16170696890526368 0.0020961847901516404
-0.9716699009060288 0.3154682665449664 -7.617453894317002 0.0348333565454835 -4.641499399532292e-05 80.67211913672982 -8.4345308769652e-06 -0.57575123611997 -2.7172644189231175e-07 0.0009982829133811408 -0.001849820074467864 0.1656860365288207 0.001897494961917114
-1.004712417920234 0.32109002547021454 -7.833417210519731 0.03632101070519231 -4.667933863433753e-05 81.6604450712731 -7.328343769904951e-06 -0.5614785620612867 -1.4867507173075834e-07 0.0006825604883973126 -0.0016492377464317936 0.14830723290924105 0.0021338675250470334
-0.9931860546722437 0.3215566094861083 -7.909057394341763 0.036074217805677475 -4.623628662201772e-05 81.12425706174861 -7.535095090012985e-06 -0.5676916531750222 -1.3663066439452412e-07 0.0007356836388356083 -0.0017409155434770316 0.18095513040130834 0.0018836285207874857
-1.0100285988216844 0.32617136152521303 -8.035047581739605 0.036120368007477 -4.4905235474889145e-05 81.19186973711223 -7.427553679217868e-06 -0.5461145246260073 -1.3491729484135716e-07 0.0007283877055627557 -0.0019404803567761764 0.14814265387387643 0.0021856955294333484
-0.9949963036804256 0.31727702614564535 -7.68784041232312 0.035052977246880716 -4.536896368703495e-05 80.37075481272386 -7.726366239590592e-06 -0.46774231714199455 -1.4236846468495887e-07 0.0008226975898487604 -0.0022656920533276415 0.17832205646944987 0.0018439518472120066
-1.0574707554545757 0.3368176884239374 -6.2676484894756 0.02354041017420292 -2.4559976829377145e-05 80.72987922235197 -7.879880881434215e-06 -0.49362117045033516 -1.4774414310099155e-07 0.0008426062303414271 -0.002295407340097211 0.16735071914617505 0.0019257049396941596
-0.993282311782312 0.31861979391692735 -6.207493598456146 0.024162851074917824 -2.695282875633414e-05 81.0571283525618 -8.027079148825135e-06 -0.5392595165244488 -1.999047176510141e-07 0.0008629347348056598 -0.0016293673729290096 0.18548421182296465 0.001738085824693187
-0.9774326579074817 0.31905850716800477 -6.9405855134181405 0.03009605278023689 -3.7365060249314386e-05 82.06664054162886 -7.34348914385705e-06 -0.6221235041032991 -2.688822563993717e-07 0.0006695394695957108 -0.00044684232766366186 0.16532622099157074 0.0019629091080593302
-0.9870589599999399 0.32062403742249274 -6.729577886167514 0.02910768639161854 -3.766286550881693e-05 81.69007985633502 -7.4609308115084265e-06 -0.5095079773454374 -1.9628072868602944e-09 0.0007028220451394285 -0.002011287367535794 0.19554832792200644 0.0018273757890356018
-0.9588899651092386 0.31220118396956087 -6.6891761953686935 0.028187728687120543 -3.4877498918096003e-05 81.15485526676619 -7.798091367210778e-06 -0.5064581609393579 -1.572115942842567e-09 0.0008027472645040102 -0.0019070952900718816 0.16124487795641168 0.001994643038823962
-0.9773733397695707 0.31574655649178146 -6.623833014016854 0.028539950219968694 -3.6453289259047465e-05 81.230423439378 -8.298038053993653e-06 -0.4892115733923777 -1.148597939875287e-09 0.0009524850315763443 -0.002677284223495357 0.17948077510881424 0.0019492622271991664
-0.9992088757123352 0.3215677195702874 -6.826593339598066 0.028591544182500067 -3.3520187460342785e-05 80.652981232115 -8.06754624712382e-06 -0.45343393863825865 -1.1960370036892702e-09 0.0009144489224308377 -0.002566474582168172 0.159107950502826 0.0021002127080208175
