# z_mid, z_binned_prob, zm_detections
7.111494586263832074e-02 7.141512484155696505e-01 1.900000000000000000e+01
1.669489471732001351e-01 7.170134422632602478e-01 8.600000000000000000e+01
2.627829484837619356e-01 5.318715585673338131e-01 1.410000000000000000e+02
3.586169497943237916e-01 3.002660165469322462e-01 1.330000000000000000e+02
4.544509511048856476e-01 1.959569208371400861e-01 1.250000000000000000e+02
5.502849524154473926e-01 1.300671270906561261e-01 1.090000000000000000e+02
6.461189537260092486e-01 7.248506069411665698e-02 7.500000000000000000e+01
7.419529550365711046e-01 4.828082827162900187e-02 5.900000000000000000e+01
8.377869563471329606e-01 3.007942783970475598e-02 4.200000000000000000e+01
9.336209576576948166e-01 8.357353730304091163e-03 1.300000000000000000e+01
1.029454958968256673e+00 2.943232960709400974e-03 5.000000000000000000e+00
1.125288960278818529e+00 2.190375714301951836e-03 4.000000000000000000e+00
1.221122961589380163e+00 1.547895573853721139e-03 3.000000000000000000e+00
1.316956962899942019e+00 4.912787830599110164e-04 1.000000000000000000e+00
1.412790964210503875e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.508624965521065731e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.604458966831627587e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.700292968142189443e+00 4.345440636594931827e-04 1.000000000000000000e+00
1.796126969452751299e+00 0.000000000000000000e+00 0.000000000000000000e+00
