# z_mid, z_binned_prob, zm_detections
1.819779169990828199e-02 8.898361254034378165e-01 2.100000000000000000e+01
3.667492620450885782e-02 8.353289746616788802e-01 7.400000000000000000e+01
5.515206070910943364e-02 4.932964102998796951e-01 9.600000000000000000e+01
7.362919521371000253e-02 3.801225071633638763e-01 1.290000000000000000e+02
9.210632971831059224e-02 2.631564392137592523e-01 1.370000000000000000e+02
1.105834642229111542e-01 2.092131743582235359e-01 1.540000000000000000e+02
1.290605987275117439e-01 1.209787438879668248e-01 1.190000000000000000e+02
1.475377332321123058e-01 6.660795697323305953e-02 8.400000000000000000e+01
1.660148677367128955e-01 4.021958505327929978e-02 6.300000000000000000e+01
1.844920022413134575e-01 1.897261109122161393e-02 3.600000000000000000e+01
2.029691367459140472e-01 9.767626650398892468e-03 2.200000000000000000e+01
2.214462712505146091e-01 7.607230869053228234e-03 2.000000000000000000e+01
2.399234057551151988e-01 2.313416317840252378e-03 7.000000000000000000e+00
2.584005402597157608e-01 8.718908947960911197e-04 3.000000000000000000e+00
2.768776747643163505e-01 2.582476296595057649e-04 1.000000000000000000e+00
2.953548092689168847e-01 2.315598164697366785e-04 1.000000000000000000e+00
3.138319437735175299e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.323090782781180641e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.507862127827186538e-01 0.000000000000000000e+00 0.000000000000000000e+00
