# z_mid, z_binned_prob, zm_detections
8.398724112071490056e-02 9.927764241196002093e-01 1.070000000000000000e+02
1.819596145498125206e-01 6.802988167488419613e-01 2.890000000000000000e+02
2.799319879789101684e-01 5.690779722491231540e-01 5.100000000000000000e+02
3.779043614080077607e-01 4.269131093576670199e-01 6.240000000000000000e+02
4.758767348371054640e-01 3.106627009493810876e-01 6.440000000000000000e+02
5.738491082662030562e-01 1.989734347501833367e-01 5.360000000000000000e+02
6.718214816953007595e-01 1.367338811780234309e-01 4.510000000000000000e+02
7.697938551243983518e-01 8.657335053428268090e-02 3.350000000000000000e+02
8.677662285534959441e-01 5.571948366995936597e-02 2.450000000000000000e+02
9.657386019825935364e-01 3.220188586953719179e-02 1.570000000000000000e+02
1.063710975411691351e+00 2.111939906370385173e-02 1.120000000000000000e+02
1.161683348840788721e+00 8.625657244295498877e-03 4.900000000000000000e+01
1.259655722269886535e+00 5.490585091816164998e-03 3.300000000000000000e+01
1.357628095698984128e+00 2.700584195158966475e-03 1.700000000000000000e+01
1.455600469128081720e+00 1.682420801999574833e-03 1.100000000000000000e+01
1.553572842557179534e+00 5.931389911215387886e-04 4.000000000000000000e+00
1.651545215986276904e+00 2.892111497102983503e-04 2.000000000000000000e+00
1.749517589415374719e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.847489962844472089e+00 0.000000000000000000e+00 0.000000000000000000e+00
