# z_mid, z_binned_prob, zm_detections
3.170587034209778471e-02 4.452729810056177961e-01 3.000000000000000000e+00
4.662265363884599695e-02 3.515176092627022575e-01 5.000000000000000000e+00
6.153943693559420919e-02 3.697153976846455636e-01 9.000000000000000000e+00
7.645622023234241449e-02 2.434217960437390083e-01 9.000000000000000000e+00
9.137300352909064061e-02 2.115665556579607309e-01 1.100000000000000000e+01
1.062897868258388390e-01 1.010322993630846378e-01 7.000000000000000000e+00
1.212065701225870512e-01 6.762033696646997660e-02 6.000000000000000000e+00
1.361233534193352634e-01 1.814626663146419114e-02 2.000000000000000000e+00
1.510401367160834896e-01 4.490145374689341606e-02 6.000000000000000000e+00
1.659569200128316879e-01 2.518084812350371640e-02 4.000000000000000000e+00
1.808737033095799140e-01 5.382665480600211556e-03 1.000000000000000000e+00
1.957904866063281124e-01 9.332205170881822248e-03 2.000000000000000000e+00
2.107072699030763385e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.256240531998245369e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.405408364965727630e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.554576197933209336e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.703744030900692152e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.852911863868173858e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.002079696835656120e-01 0.000000000000000000e+00 0.000000000000000000e+00
