# z_mid, z_binned_prob, zm_detections
8.865562179370931051e-02 1.002118931488620079e+00 4.700000000000000000e+01
1.847151100243392685e-01 7.502470629007095271e-01 1.300000000000000000e+02
2.807745982549692543e-01 6.566283938761250383e-01 2.350000000000000000e+02
3.768340864855992400e-01 4.721155278249664078e-01 2.730000000000000000e+02
4.728935747162291703e-01 3.356680181493000847e-01 2.740000000000000000e+02
5.689530629468591005e-01 2.362302537735506691e-01 2.500000000000000000e+02
6.650125511774891418e-01 1.583666178131281355e-01 2.050000000000000000e+02
7.610720394081191831e-01 1.027507144974356412e-01 1.560000000000000000e+02
8.571315276387490023e-01 6.374700957775998600e-02 1.100000000000000000e+02
9.531910158693790436e-01 2.664130973749646858e-02 5.100000000000000000e+01
1.049250504100009085e+00 2.207617301981177824e-02 4.600000000000000000e+01
1.145309992330639126e+00 1.119154365476659162e-02 2.500000000000000000e+01
1.241369480561268945e+00 5.073000933968998746e-03 1.200000000000000000e+01
1.337428968791898987e+00 2.016371820900171499e-03 5.000000000000000000e+00
1.433488457022528806e+00 7.758425886449726123e-04 2.000000000000000000e+00
1.529547945253158847e+00 3.757606865302315293e-04 1.000000000000000000e+00
1.625607433483788888e+00 3.661175329918513969e-04 1.000000000000000000e+00
1.721666921714418930e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.817726409945048749e+00 0.000000000000000000e+00 0.000000000000000000e+00
