# z_mid, z_binned_prob, zm_detections
1.655294349122988368e-02 8.500655344011228687e-01 8.000000000000000000e+00
3.266139254954300575e-02 8.500639147252841976e-01 2.900000000000000000e+01
4.876984160785612088e-02 5.263535145756921274e-01 3.900000000000000000e+01
6.487829066616923601e-02 3.809841983252558739e-01 4.900000000000000000e+01
8.098673972448236502e-02 3.655848797704142616e-01 7.200000000000000000e+01
9.709518878279548015e-02 1.939897984254682906e-01 5.400000000000000000e+01
1.132036378411085953e-01 1.021050445278336993e-01 3.800000000000000000e+01
1.293120868994217243e-01 5.234007006209811380e-02 2.500000000000000000e+01
1.454205359577348533e-01 4.039586060642561677e-02 2.400000000000000000e+01
1.615289850160479546e-01 2.219403858720203973e-02 1.600000000000000000e+01
1.776374340743610558e-01 1.749530426574445394e-02 1.500000000000000000e+01
1.937458831326742126e-01 3.988629389545773722e-03 4.000000000000000000e+00
2.098543321909873138e-01 3.458038283246641937e-03 4.000000000000000000e+00
2.259627812493004151e-01 1.517006848099688998e-03 2.000000000000000000e+00
2.420712303076135163e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.581796793659266731e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.742881284242397744e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.903965774825528756e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.065050265408660324e-01 0.000000000000000000e+00 0.000000000000000000e+00
