# z_mid, z_binned_prob, zm_detections
3.793277831650093690e-02 8.874960088993852914e-01 4.800000000000000000e+01
8.629363378215777758e-02 6.972246357411598927e-01 1.690000000000000000e+02
1.346544892478146183e-01 4.705201300152408450e-01 2.610000000000000000e+02
1.830153447134714451e-01 3.584074604534089881e-01 3.480000000000000000e+02
2.313762001791282441e-01 2.105547505866511571e-01 3.100000000000000000e+02
2.797370556447851264e-01 1.298180393409508748e-01 2.650000000000000000e+02
3.280979111104419532e-01 7.587694045527927644e-02 2.020000000000000000e+02
3.764587665760987800e-01 4.396498551652823494e-02 1.460000000000000000e+02
4.248196220417556068e-01 2.497051059585904051e-02 1.000000000000000000e+02
4.731804775074124336e-01 1.020605947868398651e-02 4.800000000000000000e+01
5.215413329730692604e-01 6.658448569165590497e-03 3.600000000000000000e+01
5.699021884387260872e-01 2.619665151324941047e-03 1.600000000000000000e+01
6.182630439043830251e-01 1.176544871685943766e-03 8.000000000000000000e+00
6.666238993700397408e-01 2.674817638224596776e-04 2.000000000000000000e+00
7.149847548356966787e-01 2.458164239115389477e-04 2.000000000000000000e+00
7.633456103013533944e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.117064657670103323e-01 1.065404330812688650e-04 1.000000000000000000e+00
8.600673212326670480e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.084281766983239859e-01 0.000000000000000000e+00 0.000000000000000000e+00
