# z_mid, z_binned_prob, zm_detections
4.771860007588800412e-02 4.826491378899590567e-01 4.000000000000000000e+00
8.673251983954718969e-02 5.896353686871973476e-01 1.500000000000000000e+01
1.257464396032063614e-01 5.487123965163623884e-01 2.800000000000000000e+01
1.647603593668655608e-01 3.812004477369772548e-01 3.200000000000000000e+01
2.037742791305247048e-01 2.761274409969051713e-01 3.400000000000000000e+01
2.427881988941839042e-01 1.312723537923990158e-01 2.200000000000000000e+01
2.818021186578431037e-01 6.469700891528809561e-02 1.400000000000000000e+01
3.208160384215022476e-01 5.582788903855213231e-02 1.500000000000000000e+01
3.598299581851614470e-01 2.162647809153505837e-02 7.000000000000000000e+00
3.988438779488205910e-01 1.838869218328470848e-02 7.000000000000000000e+00
4.378577977124797904e-01 4.555562085880524026e-03 2.000000000000000000e+00
4.768717174761389899e-01 8.029227602690329826e-03 4.000000000000000000e+00
5.158856372397981893e-01 1.793261744007046497e-03 1.000000000000000000e+00
5.548995570034573888e-01 1.620790170901712911e-03 1.000000000000000000e+00
5.939134767671164772e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.329273965307756766e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.719413162944348761e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.109552360580940755e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.499691558217531639e-01 0.000000000000000000e+00 0.000000000000000000e+00
