# z_mid, z_binned_prob, zm_detections
7.500419780415923388e-02 6.618408077928997768e-01 1.300000000000000000e+01
1.699098911822626568e-01 6.336284089329351499e-01 5.300000000000000000e+01
2.648155845603660796e-01 5.892709371589146539e-01 1.070000000000000000e+02
3.597212779384694747e-01 3.754976812063868796e-01 1.130000000000000000e+02
4.546269713165728144e-01 2.780829472522577395e-01 1.200000000000000000e+02
5.495326646946763205e-01 1.662145749707115983e-01 9.400000000000000000e+01
6.444383580727797156e-01 1.046930222123247239e-01 7.300000000000000000e+01
7.393440514508831107e-01 8.992876075306850681e-02 7.400000000000000000e+01
8.342497448289865059e-01 4.362281404068484719e-02 4.100000000000000000e+01
9.291554382070899010e-01 1.719337652857260909e-02 1.800000000000000000e+01
1.024061131585193296e+00 8.745761165885707414e-03 1.000000000000000000e+01
1.118966824963296691e+00 1.626904215733666805e-03 2.000000000000000000e+00
1.213872518341400308e+00 4.597721508357464557e-03 6.000000000000000000e+00
1.308778211719503481e+00 2.917664165949626371e-03 4.000000000000000000e+00
1.403683905097607099e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.498589598475710272e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.593495291853813889e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.688400985231917062e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.783306678610020679e+00 0.000000000000000000e+00 0.000000000000000000e+00
