# z_mid, z_binned_prob, zm_detections
1.636401725638853694e-02 1.037613457395666128e+00 2.300000000000000000e+01
3.060326837983570747e-02 6.693037663193259768e-01 4.900000000000000000e+01
4.484251950328287106e-02 5.924256787696525750e-01 9.100000000000000000e+01
5.908177062673004160e-02 4.654448199919457019e-01 1.220000000000000000e+02
7.332102175017721213e-02 2.893108309083147756e-01 1.150000000000000000e+02
8.756027287362437572e-02 1.862018648178862812e-01 1.040000000000000000e+02
1.017995239970715393e-01 1.209658467057171949e-01 9.000000000000000000e+01
1.160387751205187168e-01 9.551372176209180220e-02 9.100000000000000000e+01
1.302780262439658943e-01 4.731545439393021468e-02 5.600000000000000000e+01
1.445172773674130440e-01 2.299220277370758042e-02 3.300000000000000000e+01
1.587565284908601937e-01 1.523343275852935726e-02 2.600000000000000000e+01
1.729957796143073989e-01 7.010705056678663387e-03 1.400000000000000000e+01
1.872350307377545486e-01 5.206761710283429150e-03 1.200000000000000000e+01
2.014742818612016984e-01 1.901893475615868941e-03 5.000000000000000000e+00
2.157135329846488758e-01 6.736974101548253704e-04 2.000000000000000000e+00
2.299527841080960533e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.441920352315432308e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.584312863549904082e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.726705374784375580e-01 0.000000000000000000e+00 0.000000000000000000e+00
