# z_mid, z_binned_prob, zm_detections
1.099070190991225937e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.210712580696532703e-01 5.802618642139800720e-01 1.000000000000000000e+00
1.322354970401839191e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.433997360107145957e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.545639749812452446e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.657282139517758934e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.768924529223065423e-01 2.878733655221349941e-01 1.000000000000000000e+00
1.880566918928372466e-01 2.576919050068144368e-01 1.000000000000000000e+00
1.992209308633678955e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.103851698338985443e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.215494088044291932e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.327136477749598698e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.438778867454905463e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.550421257160211952e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.662063646865518995e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.773706036570825484e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.885348426276131972e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.996990815981438461e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.108633205686744949e-01 0.000000000000000000e+00 0.000000000000000000e+00
